"","Core","Ecosystem","Lat","Long"
"42223","Mg_ 2186","Mangrove",-1.903417,104.471417
"42228","Mg_ 2187","Mangrove",-1.903417,104.471417
"42233","Mg_ 2188","Mangrove",-1.903417,104.471417
"42238","Mg_ 2189","Mangrove",-1.925611,104.58375
"42243","Mg_ 2190","Mangrove",-1.925611,104.58375
"42248","Mg_ 2191","Mangrove",-1.925611,104.58375
"42253","Mg_ 2192","Mangrove",-1.925611,104.58375
"42258","Mg_ 2193","Mangrove",-1.925611,104.58375
"42263","Mg_ 2194","Mangrove",-1.925611,104.58375
"42268","Mg_ 2195","Mangrove",-1.926639,104.526333
"42273","Mg_ 2196","Mangrove",-1.926639,104.526333
"42278","Mg_ 2197","Mangrove",-1.926639,104.526333
"42283","Mg_ 2198","Mangrove",-1.926639,104.526333
"42288","Mg_ 2199","Mangrove",-1.926639,104.526333
"42293","Mg_ 2200","Mangrove",-1.926639,104.526333
"42298","Mg_ 2201","Mangrove",25.363925,-81.07849444
"42323","Mg_ 2202","Mangrove",25.363925,-81.07849444
"42354","Mg_ 2203","Mangrove",25.36395556,-81.07661389
"42392","Mg_ 2204","Mangrove",25.36306111,-81.07797222
"42419","Mg_ 2205","Mangrove",25.36286111,-81.07777778
"42451","Mg_ 2206","Mangrove",25.36285833,-81.07776944
"42481","Mg_ 2207","Mangrove",18.325519,-88.118299
"42493","Mg_ 2208","Mangrove",18.325277,-88.118274
"42505","Mg_ 2209","Mangrove",18.325055,-88.118284
"42518","Mg_ 2210","Mangrove",18.324835,-88.118279
"42526","Mg_ 2211","Mangrove",18.324621,-88.118217
"42537","Mg_ 2212","Mangrove",18.324404,-88.118227
"42549","Mg_ 2213","Mangrove",18.339157,-88.106667
"42559","Mg_ 2214","Mangrove",18.339243,-88.106869
"42569","Mg_ 2215","Mangrove",18.339325,-88.107092
"42579","Mg_ 2216","Mangrove",18.339418,-88.107297
"42590","Mg_ 2217","Mangrove",18.339505,-88.107522
"42599","Mg_ 2218","Mangrove",18.339577,-88.107774
"42609","Mg_ 2219","Mangrove",20.48278,86.69051
"42614","Mg_ 2220","Mangrove",20.48278,86.69051
"42619","Mg_ 2221","Mangrove",20.48278,86.69051
"42624","Mg_ 2222","Mangrove",20.48278,86.69051
"42629","Mg_ 2223","Mangrove",20.48278,86.69051
"42634","Mg_ 2224","Mangrove",20.48278,86.69051
"42639","Mg_ 2225","Mangrove",20.48278,86.69051
"42644","Mg_ 2226","Mangrove",20.48278,86.69051
"42649","Mg_ 2227","Mangrove",20.48278,86.69051
"42654","Mg_ 2228","Mangrove",20.48278,86.69051
"42659","Mg_ 2229","Mangrove",20.48278,86.69051
"42664","Mg_ 2230","Mangrove",20.48278,86.69051
"42669","Mg_ 2231","Mangrove",20.48278,86.69051
"42674","Mg_ 2232","Mangrove",20.48278,86.69051
"42679","Mg_ 2233","Mangrove",20.48278,86.69051
"42684","Mg_ 2234","Mangrove",20.48278,86.69051
"42689","Mg_ 2235","Mangrove",20.48278,86.69051
"42694","Mg_ 2236","Mangrove",20.48278,86.69051
"42699","Mg_ 2237","Mangrove",20.48278,86.69051
"42704","Mg_ 2238","Mangrove",20.48278,86.69051
"42709","Mg_ 2239","Mangrove",20.48278,86.69051
"42714","Mg_ 2240","Mangrove",20.48278,86.69051
"42719","Mg_ 2241","Mangrove",18.42991,-66.03431
"42734","Mg_ 2242","Mangrove",18.42991,-66.03431
"42754","Mg_ 2243","Mangrove",20.48278,86.69051
"42759","Mg_ 2244","Mangrove",20.48278,86.69051
"42764","Mg_ 2245","Mangrove",20.48278,86.69051
"42769","Mg_ 2246","Mangrove",20.48278,86.69051
"42774","Mg_ 2247","Mangrove",20.48278,86.69051
"42779","Mg_ 2248","Mangrove",20.48278,86.69051
"42784","Mg_ 2249","Mangrove",20.48278,86.69051
"42789","Mg_ 2250","Mangrove",20.48278,86.69051
"42794","Mg_ 2251","Mangrove",20.48278,86.69051
"42799","Mg_ 2252","Mangrove",20.48278,86.69051
"42804","Mg_ 2253","Mangrove",20.48278,86.69051
"42809","Mg_ 2254","Mangrove",20.48278,86.69051
"42814","Mg_ 2255","Mangrove",20.48278,86.69051
"42819","Mg_ 2256","Mangrove",20.48278,86.69051
"42824","Mg_ 2257","Mangrove",20.48278,86.69051
"42829","Mg_ 2258","Mangrove",20.48278,86.69051
"42834","Mg_ 2259","Mangrove",20.48278,86.69051
"42839","Mg_ 2260","Mangrove",20.48278,86.69051
"42844","Mg_ 2261","Mangrove",20.48278,86.69051
"42849","Mg_ 2262","Mangrove",20.48278,86.69051
"42854","Mg_ 2263","Mangrove",20.48278,86.69051
"42859","Mg_ 2264","Mangrove",20.48278,86.69051
"42864","Mg_ 2265","Mangrove",27.7233,-82.47232
"42874","Mg_ 2266","Mangrove",27.7233,-82.47232
"42884","Mg_ 2267","Mangrove",27.7233,-82.47232
"42893","Mg_ 2268","Mangrove",27.7234,-82.47227
"42902","Mg_ 2269","Mangrove",27.7234,-82.47227
"42909","Mg_ 2270","Mangrove",27.88332,-82.64825
"42919","Mg_ 2271","Mangrove",27.88332,-82.64825
"42929","Mg_ 2272","Mangrove",27.88332,-82.64825
"42938","Mg_ 2273","Mangrove",27.88323,-82.64838
"42948","Mg_ 2274","Mangrove",27.88323,-82.64838
"42956","Mg_ 2275","Mangrove",27.88376,-82.65039
"42964","Mg_ 2276","Mangrove",27.88376,-82.65039
"42974","Mg_ 2277","Mangrove",27.88376,-82.65039
"42983","Mg_ 2278","Mangrove",27.8837,-82.65028
"42991","Mg_ 2279","Mangrove",27.8837,-82.65028
"43001","Mg_ 2280","Mangrove",27.72153,-82.47044
"43011","Mg_ 2281","Mangrove",27.72153,-82.47044
"43021","Mg_ 2282","Mangrove",27.72153,-82.47044
"43029","Mg_ 2283","Mangrove",27.72153,-82.47044
"43039","Mg_ 2284","Mangrove",27.72153,-82.47044
"43048","Mg_ 2285","Mangrove",25.937566,-81.460559
"43148","Mg_ 2286","Mangrove",25.937426,-81.460587
"43248","Mg_ 2287","Mangrove",25.951194,-81.505409
"43348","Mg_ 2288","Mangrove",25.951067,-81.505405
"43398","Mg_ 2289","Mangrove",25.951328,-81.505195
"43448","Mg_ 2290","Mangrove",25.951203,-81.505238
"43547","Mg_ 2291","Mangrove",-2.736667,111.73775
"43552","Mg_ 2292","Mangrove",-2.736667,111.73775
"43557","Mg_ 2293","Mangrove",-2.736667,111.73775
"43562","Mg_ 2294","Mangrove",-2.736667,111.73775
"43567","Mg_ 2295","Mangrove",-2.736667,111.73775
"43572","Mg_ 2296","Mangrove",-2.736667,111.73775
"43577","Mg_ 2297","Mangrove",-2.740444,111.713833
"43582","Mg_ 2298","Mangrove",-2.740444,111.713833
"43587","Mg_ 2299","Mangrove",-2.740444,111.713833
"43592","Mg_ 2300","Mangrove",-2.740444,111.713833
"43597","Mg_ 2301","Mangrove",-2.740444,111.713833
"43602","Mg_ 2302","Mangrove",-2.740444,111.713833
"43607","Mg_ 2303","Mangrove",-2.783889,111.698778
"43612","Mg_ 2304","Mangrove",-2.783889,111.698778
"43617","Mg_ 2305","Mangrove",-2.783889,111.698778
"43622","Mg_ 2306","Mangrove",-2.783889,111.698778
"43627","Mg_ 2307","Mangrove",-2.783889,111.698778
"43632","Mg_ 2308","Mangrove",-2.783889,111.698778
"43637","Mg_ 2309","Mangrove",-2.855944,111.731806
"43642","Mg_ 2310","Mangrove",-2.855944,111.731806
"43647","Mg_ 2311","Mangrove",-2.855944,111.731806
"43652","Mg_ 2312","Mangrove",-2.855944,111.731806
"43657","Mg_ 2313","Mangrove",-2.855944,111.731806
"43662","Mg_ 2314","Mangrove",-2.855944,111.731806
"43667","Mg_ 2315","Mangrove",-2.848861,111.738722
"43672","Mg_ 2316","Mangrove",-2.848861,111.738722
"43677","Mg_ 2317","Mangrove",-2.848861,111.738722
"43682","Mg_ 2318","Mangrove",-2.848861,111.738722
"43687","Mg_ 2319","Mangrove",-2.848861,111.738722
"43692","Mg_ 2320","Mangrove",-2.848861,111.738722
"43697","Mg_ 2321","Mangrove",-1.554889,131.943611
"43702","Mg_ 2322","Mangrove",-1.554889,131.943611
"43707","Mg_ 2323","Mangrove",-1.554889,131.943611
"43712","Mg_ 2324","Mangrove",-1.554889,131.943611
"43717","Mg_ 2325","Mangrove",-1.554889,131.943611
"43722","Mg_ 2326","Mangrove",-1.554889,131.943611
"43727","Mg_ 2327","Mangrove",-1.550556,131.967583
"43732","Mg_ 2328","Mangrove",-1.550556,131.967583
"43737","Mg_ 2329","Mangrove",-1.550556,131.967583
"43742","Mg_ 2330","Mangrove",-1.550556,131.967583
"43747","Mg_ 2331","Mangrove",-1.550556,131.967583
"43752","Mg_ 2332","Mangrove",-1.550556,131.967583
"43757","Mg_ 2333","Mangrove",-1.618361,131.817389
"43762","Mg_ 2334","Mangrove",-1.618361,131.817389
"43767","Mg_ 2335","Mangrove",-1.618361,131.817389
"43772","Mg_ 2336","Mangrove",-1.618361,131.817389
"43777","Mg_ 2337","Mangrove",-1.618361,131.817389
"43782","Mg_ 2338","Mangrove",-1.618361,131.817389
"43787","Mg_ 2339","Mangrove",-1.613361,131.809333
"43792","Mg_ 2340","Mangrove",-1.613361,131.809333
"43797","Mg_ 2341","Mangrove",-1.613361,131.809333
"43802","Mg_ 2342","Mangrove",-1.613361,131.809333
"43807","Mg_ 2343","Mangrove",-1.613361,131.809333
"43812","Mg_ 2344","Mangrove",-1.613361,131.809333
"43817","Mg_ 2345","Mangrove",10.08427504,-85.20072387
"43822","Mg_ 2346","Mangrove",10.08407891,-85.20083717
"43827","Mg_ 2347","Mangrove",10.08386682,-85.20075838
"43832","Mg_ 2348","Mangrove",10.08365474,-85.2006796
"43837","Mg_ 2349","Mangrove",10.08344266,-85.20060081
"43842","Mg_ 2350","Mangrove",10.08323058,-85.20052203
"43847","Mg_ 2351","Mangrove",10.06534272,-85.18687241
"43852","Mg_ 2352","Mangrove",10.06515806,-85.18674094
"43857","Mg_ 2353","Mangrove",10.0649734,-85.18660946
"43862","Mg_ 2354","Mangrove",10.06478875,-85.18647799
"43867","Mg_ 2355","Mangrove",10.06460409,-85.18634651
"43872","Mg_ 2356","Mangrove",10.06441943,-85.18621504
"43877","Mg_ 2357","Mangrove",-6.90485278,110.5051861
"43882","Mg_ 2358","Mangrove",-6.90485278,110.5051861
"43887","Mg_ 2359","Mangrove",-6.90485278,110.5051861
"43892","Mg_ 2360","Mangrove",-6.90485278,110.5051861
"43897","Mg_ 2361","Mangrove",-6.90485278,110.5051861
"43902","Mg_ 2362","Mangrove",-6.90485278,110.5051861
"43907","Mg_ 2363","Mangrove",-6.90485278,110.5051861
"43912","Mg_ 2364","Mangrove",-6.90485278,110.5051861
"43917","Mg_ 2365","Mangrove",-6.90485278,110.5051861
"43922","Mg_ 2366","Mangrove",-6.90485278,110.5051861
"43927","Mg_ 2367","Mangrove",-6.90485278,110.5051861
"43932","Mg_ 2368","Mangrove",-6.90485278,110.5051861
"43937","Mg_ 2369","Mangrove",-6.90485278,110.5051861
"43942","Mg_ 2370","Mangrove",-6.90485278,110.5051861
"43947","Mg_ 2371","Mangrove",-6.90485278,110.5051861
"43952","Mg_ 2372","Mangrove",-6.90485278,110.5051861
"43957","Mg_ 2373","Mangrove",-6.90485278,110.5051861
"43962","Mg_ 2374","Mangrove",-6.90485278,110.5051861
"43967","Mg_ 2375","Mangrove",-6.90485278,110.5051861
"43972","Mg_ 2376","Mangrove",-6.90485278,110.5051861
"43977","Mg_ 2377","Mangrove",-6.90485278,110.5051861
"43982","Mg_ 2378","Mangrove",-6.90485278,110.5051861
"43987","Mg_ 2379","Mangrove",-6.90485278,110.5051861
"43992","Mg_ 2380","Mangrove",-6.90485278,110.5051861
"43997","Mg_ 2381","Mangrove",-6.90485278,110.5051861
"44002","Mg_ 2382","Mangrove",-6.90485278,110.5051861
"44007","Mg_ 2383","Mangrove",-6.90485278,110.5051861
"44012","Mg_ 2384","Mangrove",-6.90485278,110.5051861
"44017","Mg_ 2385","Mangrove",-6.90485278,110.5051861
"44022","Mg_ 2386","Mangrove",-6.90485278,110.5051861
"44027","Mg_ 2387","Mangrove",-6.90485278,110.5051861
"44032","Mg_ 2388","Mangrove",-6.90485278,110.5051861
"44037","Mg_ 2389","Mangrove",-6.90485278,110.5051861
"44042","Mg_ 2390","Mangrove",-6.90485278,110.5051861
"44047","Mg_ 2391","Mangrove",-6.90485278,110.5051861
"44052","Mg_ 2392","Mangrove",-6.90485278,110.5051861
"44057","Mg_ 2393","Mangrove",-6.90485278,110.5051861
"44062","Mg_ 2394","Mangrove",-6.90485278,110.5051861
"44067","Mg_ 2395","Mangrove",-6.90485278,110.5051861
"44072","Mg_ 2396","Mangrove",-6.90485278,110.5051861
"44077","Mg_ 2397","Mangrove",-6.90485278,110.5051861
"44082","Mg_ 2398","Mangrove",-6.90485278,110.5051861
"44087","Mg_ 2399","Mangrove",-6.90485278,110.5051861
"44092","Mg_ 2400","Mangrove",-6.90485278,110.5051861
"44097","Mg_ 2401","Mangrove",-6.90485278,110.5051861
"44102","Mg_ 2402","Mangrove",-6.90485278,110.5051861
"44107","Mg_ 2403","Mangrove",-6.90485278,110.5051861
"44112","Mg_ 2404","Mangrove",-6.90485278,110.5051861
"44117","Mg_ 2405","Mangrove",-6.90485278,110.5051861
"44122","Mg_ 2406","Mangrove",-6.90485278,110.5051861
"44127","Mg_ 2407","Mangrove",-6.90485278,110.5051861
"44132","Mg_ 2408","Mangrove",-6.90485278,110.5051861
"44137","Mg_ 2409","Mangrove",-6.90485278,110.5051861
"44142","Mg_ 2410","Mangrove",-6.90485278,110.5051861
"44147","Mg_ 2411","Mangrove",-6.90485278,110.5051861
"44152","Mg_ 2412","Mangrove",-6.90485278,110.5051861
"44157","Mg_ 2413","Mangrove",-6.90485278,110.5051861
"44162","Mg_ 2414","Mangrove",-6.90485278,110.5051861
"44167","Mg_ 2415","Mangrove",-6.90485278,110.5051861
"44172","Mg_ 2416","Mangrove",-6.90485278,110.5051861
"44177","Mg_ 2417","Mangrove",-6.90485278,110.5051861
"44182","Mg_ 2418","Mangrove",-6.90485278,110.5051861
"44187","Mg_ 2419","Mangrove",-6.90485278,110.5051861
"44192","Mg_ 2420","Mangrove",-6.90485278,110.5051861
"44197","Mg_ 2421","Mangrove",-6.90485278,110.5051861
"44202","Mg_ 2422","Mangrove",-6.90485278,110.5051861
"44207","Mg_ 2423","Mangrove",18.43973,-65.98142
"44223","Mg_ 2424","Mangrove",18.43973,-65.98142
"44242","Mg_ 2427","Mangrove",17.28784,-87.81606
"44255","Mg_ 2428","Mangrove",17.28762,-87.81593
"44266","Mg_ 2429","Mangrove",17.28742,-87.81583
"44279","Mg_ 2430","Mangrove",17.28723,-87.8256
"44291","Mg_ 2431","Mangrove",17.28708,-87.81558
"44303","Mg_ 2432","Mangrove",17.28686,-87.81546
"44315","Mg_ 2433","Mangrove",17.28646,-87.81233
"44327","Mg_ 2434","Mangrove",17.28622,-87.81233
"44339","Mg_ 2435","Mangrove",17.286,-87.81233
"44351","Mg_ 2436","Mangrove",17.28576,-87.81232
"44366","Mg_ 2437","Mangrove",17.28556,-87.81233
"44379","Mg_ 2438","Mangrove",17.28534,-87.8123
"44393","Mg_ 2439","Mangrove",25.90187,-81.51082
"44563","Mg_ 2441","Mangrove",28.00792,-82.62987
"44573","Mg_ 2442","Mangrove",28.00792,-82.62987
"44583","Mg_ 2443","Mangrove",28.00792,-82.62987
"44593","Mg_ 2444","Mangrove",28.0078,-82.62987
"44603","Mg_ 2445","Mangrove",28.0078,-82.62987
"44613","Mg_ 2446","Mangrove",28.00651,-82.63689
"44622","Mg_ 2447","Mangrove",28.00651,-82.63689
"44628","Mg_ 2448","Mangrove",28.00651,-82.63689
"44636","Mg_ 2449","Mangrove",28.00659,-82.63679
"44642","Mg_ 2450","Mangrove",28.00659,-82.63679
"44651","Mg_ 2451","Mangrove",27.8441,-82.61079
"44660","Mg_ 2452","Mangrove",27.8441,-82.61079
"44666","Mg_ 2453","Mangrove",27.8441,-82.61079
"44674","Mg_ 2454","Mangrove",27.84415,-82.61072
"44681","Mg_ 2455","Mangrove",27.84415,-82.61072
"44691","Mg_ 2456","Mangrove",27.84503,-82.61127
"44701","Mg_ 2457","Mangrove",27.84503,-82.61127
"44707","Mg_ 2458","Mangrove",27.84503,-82.61127
"44716","Mg_ 2459","Mangrove",27.84513,-82.61119
"44724","Mg_ 2460","Mangrove",27.84513,-82.61119
"44733","Mg_ 2461","Mangrove",27.84863,-82.59945
"44741","Mg_ 2462","Mangrove",27.84863,-82.59945
"44749","Mg_ 2463","Mangrove",27.84863,-82.59945
"44758","Mg_ 2464","Mangrove",27.84853,-82.59955
"44766","Mg_ 2465","Mangrove",27.84633333,-82.60153333
"44813","Mg_ 2466","Mangrove",27.84618333,-82.6015
"44861","Mg_ 2467","Mangrove",27.84601667,-82.60148333
"44907","Mg_ 2468","Mangrove",27.8458,-82.60151667
"44954","Mg_ 2469","Mangrove",27.84563333,-82.60145
"45001","Mg_ 2470","Mangrove",27.84545,-82.60143333
"45048","Mg_ 2471","Mangrove",27.84664,-82.60184
"45056","Mg_ 2472","Mangrove",27.84664,-82.60184
"45066","Mg_ 2473","Mangrove",27.84664,-82.60184
"45076","Mg_ 2474","Mangrove",27.84671,-82.60195
"45086","Mg_ 2475","Mangrove",27.84671,-82.60195
"30480","Mg_ 321","Mangrove",-18.831799,36.240201
"30486","Mg_ 322","Mangrove",-18.831799,36.240201
"30492","Mg_ 323","Mangrove",-18.831799,36.240201
"30498","Mg_ 324","Mangrove",-18.831799,36.240201
"30505","Mg_ 325","Mangrove",-18.831799,36.240201
"30511","Mg_ 326","Mangrove",-18.840148,36.264355
"30517","Mg_ 327","Mangrove",-18.840148,36.264355
"30523","Mg_ 328","Mangrove",-18.840148,36.264355
"30529","Mg_ 329","Mangrove",-18.840148,36.264355
"30535","Mg_ 330","Mangrove",-18.840148,36.264355
"30541","Mg_ 331","Mangrove",-18.845148,36.213549
"30547","Mg_ 332","Mangrove",-18.845148,36.213549
"30552","Mg_ 333","Mangrove",-18.845148,36.213549
"30558","Mg_ 334","Mangrove",-18.845148,36.213549
"30563","Mg_ 335","Mangrove",-18.845914,36.306805
"30568","Mg_ 336","Mangrove",-18.845914,36.306805
"30574","Mg_ 337","Mangrove",-18.845914,36.306805
"30580","Mg_ 338","Mangrove",-18.845914,36.306805
"30586","Mg_ 339","Mangrove",-18.845914,36.306805
"30592","Mg_ 340","Mangrove",-18.854252,36.123515
"30598","Mg_ 341","Mangrove",-18.854252,36.123515
"30604","Mg_ 342","Mangrove",-18.854252,36.123515
"30610","Mg_ 343","Mangrove",-18.854252,36.123515
"30615","Mg_ 344","Mangrove",-18.854252,36.123515
"30621","Mg_ 345","Mangrove",-18.854268,36.237751
"30626","Mg_ 346","Mangrove",-18.854268,36.237751
"30632","Mg_ 347","Mangrove",-18.854268,36.237751
"30638","Mg_ 348","Mangrove",-18.854268,36.237751
"30643","Mg_ 349","Mangrove",-18.860066,36.269428
"30649","Mg_ 350","Mangrove",-18.860066,36.269428
"30655","Mg_ 351","Mangrove",-18.860066,36.269428
"30661","Mg_ 352","Mangrove",-18.860066,36.269428
"30667","Mg_ 353","Mangrove",-18.860066,36.269428
"30673","Mg_ 354","Mangrove",-18.86529,36.141464
"30679","Mg_ 355","Mangrove",-18.86529,36.141464
"30685","Mg_ 356","Mangrove",-18.86529,36.141464
"30691","Mg_ 357","Mangrove",-18.86529,36.141464
"30696","Mg_ 358","Mangrove",-18.744,36.112
"30701","Mg_ 359","Mangrove",-18.744,36.112
"30707","Mg_ 360","Mangrove",-18.744,36.112
"30713","Mg_ 361","Mangrove",-18.870943,36.20356
"30719","Mg_ 362","Mangrove",-18.870943,36.20356
"30725","Mg_ 363","Mangrove",-18.870943,36.20356
"30731","Mg_ 364","Mangrove",-18.870943,36.20356
"30737","Mg_ 365","Mangrove",-18.870943,36.20356
"30743","Mg_ 366","Mangrove",-18.87926,36.152707
"30749","Mg_ 367","Mangrove",-18.87926,36.152707
"30755","Mg_ 368","Mangrove",-18.87926,36.152707
"30760","Mg_ 369","Mangrove",-18.87926,36.152707
"30766","Mg_ 370","Mangrove",-18.87926,36.152707
"30771","Mg_ 371","Mangrove",-18.881442,36.168942
"30777","Mg_ 372","Mangrove",-18.881442,36.168942
"30782","Mg_ 373","Mangrove",-18.881442,36.168942
"30787","Mg_ 374","Mangrove",-18.881442,36.168942
"30793","Mg_ 375","Mangrove",-18.88302,36.174246
"30799","Mg_ 376","Mangrove",-18.88302,36.174246
"30805","Mg_ 377","Mangrove",-18.88302,36.174246
"30811","Mg_ 378","Mangrove",-18.88302,36.174246
"30817","Mg_ 379","Mangrove",-18.743,36.119
"30823","Mg_ 380","Mangrove",-18.743,36.119
"30828","Mg_ 381","Mangrove",-18.743,36.128
"30834","Mg_ 382","Mangrove",-18.743,36.128
"30840","Mg_ 383","Mangrove",-18.743,36.128
"30846","Mg_ 384","Mangrove",-18.743,36.128
"30851","Mg_ 385","Mangrove",-18.743,36.128
"30856","Mg_ 386","Mangrove",-18.75,36.115
"30861","Mg_ 387","Mangrove",-18.75,36.115
"30867","Mg_ 388","Mangrove",-18.75,36.115
"30873","Mg_ 389","Mangrove",-18.75,36.115
"30878","Mg_ 390","Mangrove",-18.76,36.144
"30884","Mg_ 391","Mangrove",-18.76,36.144
"30890","Mg_ 392","Mangrove",-18.76,36.144
"30895","Mg_ 393","Mangrove",-18.76,36.144
"30901","Mg_ 394","Mangrove",-18.76,36.144
"30907","Mg_ 395","Mangrove",-18.762,36.139
"30913","Mg_ 396","Mangrove",-18.762,36.139
"30918","Mg_ 397","Mangrove",-18.762,36.139
"30923","Mg_ 398","Mangrove",-18.766,36.15
"30929","Mg_ 399","Mangrove",-18.766,36.15
"30935","Mg_ 400","Mangrove",-18.766,36.15
"30941","Mg_ 401","Mangrove",-18.767,36.151
"30947","Mg_ 402","Mangrove",-18.767,36.151
"30953","Mg_ 403","Mangrove",-18.767,36.151
"30958","Mg_ 404","Mangrove",-18.767,36.151
"30964","Mg_ 405","Mangrove",-18.767,36.151
"30970","Mg_ 406","Mangrove",-18.746,36.21
"30975","Mg_ 407","Mangrove",-18.746,36.21
"30981","Mg_ 408","Mangrove",-18.746,36.21
"30986","Mg_ 409","Mangrove",-18.746,36.21
"30992","Mg_ 410","Mangrove",-18.746,36.21
"30998","Mg_ 411","Mangrove",-18.747,36.216
"31004","Mg_ 412","Mangrove",-18.747,36.216
"31010","Mg_ 413","Mangrove",-18.747,36.216
"31015","Mg_ 414","Mangrove",-18.747,36.216
"31021","Mg_ 415","Mangrove",-18.746,36.223
"31027","Mg_ 416","Mangrove",-18.746,36.223
"31033","Mg_ 417","Mangrove",-18.746,36.223
"31039","Mg_ 418","Mangrove",-18.746,36.223
"31045","Mg_ 419","Mangrove",-18.746,36.223
"31051","Mg_ 420","Mangrove",-18.746,36.223
"31056","Mg_ 421","Mangrove",-18.752,36.214
"31062","Mg_ 422","Mangrove",-18.752,36.214
"31068","Mg_ 423","Mangrove",-18.752,36.214
"31074","Mg_ 424","Mangrove",-18.752,36.214
"31080","Mg_ 425","Mangrove",-18.808457,36.3035
"31086","Mg_ 426","Mangrove",-18.808457,36.3035
"31092","Mg_ 427","Mangrove",-18.808457,36.3035
"31098","Mg_ 428","Mangrove",-18.808457,36.3035
"31104","Mg_ 429","Mangrove",-18.818504,36.24601
"31110","Mg_ 430","Mangrove",-18.818504,36.24601
"31116","Mg_ 431","Mangrove",-18.818504,36.24601
"31122","Mg_ 432","Mangrove",-18.818504,36.24601
"31128","Mg_ 433","Mangrove",-18.831602,36.264041
"31134","Mg_ 434","Mangrove",-18.831602,36.264041
"31140","Mg_ 435","Mangrove",-18.831602,36.264041
"31145","Mg_ 436","Mangrove",-18.831602,36.264041
"31150","Mg_ 437","Mangrove",-18.831602,36.264041
"31156","Mg_ 438","Mangrove",-18.850342,36.26043
"31161","Mg_ 439","Mangrove",-18.850342,36.26043
"31167","Mg_ 440","Mangrove",-18.850342,36.26043
"31173","Mg_ 441","Mangrove",-18.875474,36.275058
"31179","Mg_ 442","Mangrove",-18.875474,36.275058
"31185","Mg_ 443","Mangrove",-18.833962,36.18594
"31191","Mg_ 444","Mangrove",-18.833962,36.18594
"31197","Mg_ 445","Mangrove",-18.833962,36.18594
"31203","Mg_ 446","Mangrove",-18.833962,36.18594
"31209","Mg_ 447","Mangrove",-18.824439,36.218115
"31215","Mg_ 448","Mangrove",-18.870643,36.270942
"31220","Mg_ 449","Mangrove",-18.870643,36.270942
"31225","Mg_ 450","Mangrove",-18.822449,36.132373
"31231","Mg_ 451","Mangrove",-18.822449,36.132373
"31237","Mg_ 452","Mangrove",-18.822449,36.132373
"31243","Mg_ 453","Mangrove",-18.822449,36.132373
"31249","Mg_ 454","Mangrove",-18.812733,36.128404
"31255","Mg_ 455","Mangrove",-18.812733,36.128404
"31261","Mg_ 456","Mangrove",-18.812733,36.128404
"31267","Mg_ 457","Mangrove",-18.812733,36.128404
"31273","Mg_ 458","Mangrove",-18.812733,36.128404
"31279","Mg_ 459","Mangrove",-18.845133,36.118808
"31285","Mg_ 460","Mangrove",-18.845133,36.118808
"31291","Mg_ 461","Mangrove",-18.845133,36.118808
"31297","Mg_ 462","Mangrove",-18.845133,36.118808
"31303","Mg_ 463","Mangrove",-18.891503,36.177483
"31308","Mg_ 464","Mangrove",-18.891503,36.177483
"31313","Mg_ 465","Mangrove",-18.884576,36.170079
"31319","Mg_ 466","Mangrove",-18.884576,36.170079
"31325","Mg_ 467","Mangrove",-18.884576,36.170079
"31330","Mg_ 468","Mangrove",-18.895905,36.16247
"31336","Mg_ 469","Mangrove",-18.895905,36.16247
"31342","Mg_ 470","Mangrove",-18.895905,36.16247
"31348","Mg_ 471","Mangrove",-18.895905,36.16247
"31354","Mg_ 472","Mangrove",-18.895905,36.16247
"31360","Mg_ 473","Mangrove",-18.873529,36.21079
"31365","Mg_ 474","Mangrove",-18.873529,36.21079
"31370","Mg_ 475","Mangrove",-18.881318,36.205854
"31376","Mg_ 476","Mangrove",-18.881318,36.205854
"31382","Mg_ 477","Mangrove",-18.881318,36.205854
"31388","Mg_ 478","Mangrove",-18.869369,36.186352
"31394","Mg_ 479","Mangrove",-18.869369,36.186352
"31400","Mg_ 480","Mangrove",-18.869369,36.186352
"31405","Mg_ 481","Mangrove",-18.869369,36.186352
"31411","Mg_ 482","Mangrove",-18.865541,36.182005
"31417","Mg_ 483","Mangrove",-18.865541,36.182005
"31423","Mg_ 484","Mangrove",-18.865541,36.182005
"31429","Mg_ 485","Mangrove",-18.865541,36.182005
"31435","Mg_ 486","Mangrove",-18.865541,36.182005
"31441","Mg_ 487","Mangrove",-18.881049,36.185503
"31447","Mg_ 488","Mangrove",-18.881049,36.185503
"31453","Mg_ 489","Mangrove",-18.881049,36.185503
"31459","Mg_ 490","Mangrove",-18.881049,36.185503
"31465","Mg_ 491","Mangrove",-18.864463,36.221288
"31471","Mg_ 492","Mangrove",-18.864463,36.221288
"31476","Mg_ 493","Mangrove",-18.864463,36.221288
"31482","Mg_ 494","Mangrove",-18.864463,36.221288
"31488","Mg_ 495","Mangrove",-18.864463,36.221288
"31494","Mg_ 496","Mangrove",-18.868706,36.141405
"31500","Mg_ 497","Mangrove",-18.868706,36.141405
"31506","Mg_ 498","Mangrove",-18.868706,36.141405
"31512","Mg_ 499","Mangrove",-18.868706,36.141405
"31518","Mg_ 500","Mangrove",-18.868706,36.141405
"31523","Mg_ 501","Mangrove",-18.84346,36.132076
"31528","Mg_ 502","Mangrove",-18.84346,36.132076
"31534","Mg_ 503","Mangrove",-18.84346,36.132076
"31540","Mg_ 504","Mangrove",-18.88562,36.152977
