"","ID","Ecosystem","C_rho","C_p","C_Gr"
"58","Mg_ 1057","Mangrove",-0.27972027972028,0.378709233642039,"DEC"
"59","Mg_ 1058","Mangrove",-0.927272727272727,0,"DEC"
"60","Mg_ 1059","Mangrove",-0.6,0.35,"DEC"
"61","Mg_ 1060","Mangrove",-0.2,0.783333333333333,"NT"
"62","Mg_ 1061","Mangrove",0,1,"NT"
"63","Mg_ 1062","Mangrove",0.6,0.35,"INC"
"64","Mg_ 1063","Mangrove",0.6,0.35,"INC"
"65","Mg_ 1064","Mangrove",-0.1,0.95,"NT"
"66","Mg_ 1065","Mangrove",0.5,0.45,"INC"
"67","Mg_ 1066","Mangrove",0.1,0.95,"NT"
"68","Mg_ 1067","Mangrove",-0.7,0.233333333333333,"DEC"
"69","Mg_ 1068","Mangrove",-0.1,0.95,"NT"
"70","Mg_ 1078","Mangrove",-0.587412587412588,0.0488448583092957,"DEC"
"71","Mg_ 1079","Mangrove",-0.874125874125874,0.000308860793053586,"DEC"
"72","Mg_ 1080","Mangrove",-0.82967032967033,0.000777927115444265,"DEC"
"73","Mg_ 1081","Mangrove",-0.967032967032967,0,"DEC"
"74","Mg_ 1082","Mangrove",-0.818681318681319,0.00107056180175225,"DEC"
"75","Mg_ 1083","Mangrove",-0.92967032967033,0,"DEC"
"76","Mg_ 1084","Mangrove",-0.468131868131868,0.0937957968109956,"DEC"
"77","Mg_ 1085","Mangrove",-0.973626373626374,0,"DEC"
"78","Mg_ 1086","Mangrove",-0.824175824175824,0.000466305391148193,"DEC"
"79","Mg_ 1087","Mangrove",-0.878787878787879,0.0019770587107552,"DEC"
"80","Mg_ 1088","Mangrove",-0.517482517482518,0.0886508785755338,"DEC"
"81","Mg_ 1089","Mangrove",-0.377622377622378,0.227443132465378,"DEC"
"82","Mg_ 1090","Mangrove",-0.766050420168067,0,"DEC"
"83","Mg_ 1091","Mangrove",-0.673181272509004,2.40905932394617e-07,"DEC"
"84","Mg_ 1092","Mangrove",-0.808552496192946,0,"DEC"
"85","Mg_ 1093","Mangrove",-0.746259810928702,3.14580744633748e-17,"DEC"
"86","Mg_ 1094","Mangrove",-0.889310829817159,0,"DEC"
"87","Mg_ 1095","Mangrove",-0.912805944055944,0,"DEC"
"88","Mg_ 1096","Mangrove",0.318181818181818,0.341354869770817,"INC"
"89","Mg_ 1097","Mangrove",-0.307692307692308,0.306287043691455,"DEC"
"90","Mg_ 1098","Mangrove",-0.372727272727273,0.260598370671166,"DEC"
"91","Mg_ 1099","Mangrove",-0.236363636363636,0.485475943733222,"DEC"
"92","Mg_ 1100","Mangrove",-0.363636363636364,0.273172593057827,"DEC"
"93","Mg_ 1101","Mangrove",-0.538461538461539,0.0749022866724823,"DEC"
"94","Mg_ 1108","Mangrove",-0.9,0.0833333333333333,"DEC"
"95","Mg_ 1109","Mangrove",-0.5,0.45,"DEC"
"96","Mg_ 1110","Mangrove",-0.2,0.783333333333333,"NT"
"97","Mg_ 1111","Mangrove",-0.4,0.516666666666667,"NT"
"98","Mg_ 1112","Mangrove",-0.8,0.133333333333333,"DEC"
"99","Mg_ 1113","Mangrove",-1,0.0166666666666667,"DEC"
"100","Mg_ 1114","Mangrove",0.4,0.516666666666667,"NT"
"101","Mg_ 1115","Mangrove",-0.6,0.35,"DEC"
"102","Mg_ 1116","Mangrove",0.3,0.683333333333333,"NT"
"103","Mg_ 1117","Mangrove",0.3,0.683333333333333,"NT"
"104","Mg_ 1118","Mangrove",0.1,0.95,"NT"
"105","Mg_ 1119","Mangrove",-0.3,0.683333333333333,"NT"
"106","Mg_ 1120","Mangrove",-0.9,0.0833333333333333,"DEC"
"107","Mg_ 1121","Mangrove",-0.6,0.35,"DEC"
"108","Mg_ 1122","Mangrove",-0.9,0.0833333333333333,"DEC"
"109","Mg_ 1123","Mangrove",-0.9,0.0833333333333333,"DEC"
"110","Mg_ 1124","Mangrove",-1,0.0166666666666667,"DEC"
"111","Mg_ 1125","Mangrove",-1,0.0166666666666667,"DEC"
"112","Mg_ 1126","Mangrove",-0.9,0.0833333333333333,"DEC"
"113","Mg_ 1127","Mangrove",-0.9,0.0833333333333333,"DEC"
"114","Mg_ 1128","Mangrove",-1,0.0166666666666667,"DEC"
"115","Mg_ 1129","Mangrove",-1,0.0166666666666667,"DEC"
"116","Mg_ 1130","Mangrove",-0.9,0.0833333333333333,"DEC"
"117","Mg_ 1131","Mangrove",-0.8,0.133333333333333,"DEC"
"118","Mg_ 1132","Mangrove",-0.7,0.233333333333333,"DEC"
"119","Mg_ 1133","Mangrove",-0.5,0.45,"DEC"
"120","Mg_ 1134","Mangrove",-0.6,0.35,"DEC"
"121","Mg_ 1135","Mangrove",0.6,0.35,"INC"
"122","Mg_ 1136","Mangrove",0.7,0.233333333333333,"INC"
"123","Mg_ 1137","Mangrove",0.1,0.95,"NT"
"124","Mg_ 1138","Mangrove",0.3,0.683333333333333,"NT"
"125","Mg_ 1139","Mangrove",0.7,0.233333333333333,"INC"
"126","Mg_ 1146","Mangrove",-0.6,0.241666666666667,"DEC"
"127","Mg_ 1147","Mangrove",0.850314645958414,0.00747141463995345,"INC"
"128","Mg_ 1161","Mangrove",-0.9,0.0833333333333333,"DEC"
"129","Mg_ 1162","Mangrove",-0.7,0.233333333333333,"DEC"
"130","Mg_ 1163","Mangrove",-1,0.0166666666666667,"DEC"
"131","Mg_ 1164","Mangrove",-0.8,0.133333333333333,"DEC"
"132","Mg_ 1165","Mangrove",-0.2,0.783333333333333,"NT"
"133","Mg_ 1166","Mangrove",-0.7,0.233333333333333,"DEC"
"134","Mg_ 1167","Mangrove",-0.3,0.683333333333333,"NT"
"135","Mg_ 1168","Mangrove",0.6,0.35,"INC"
"136","Mg_ 1169","Mangrove",-0.9,0.0833333333333333,"DEC"
"137","Mg_ 1170","Mangrove",-0.3,0.683333333333333,"NT"
"138","Mg_ 1171","Mangrove",-0.6,0.35,"DEC"
"139","Mg_ 1172","Mangrove",-0.6,0.35,"DEC"
"140","Mg_ 1173","Mangrove",-0.8,0.133333333333333,"DEC"
"141","Mg_ 1174","Mangrove",-0.9,0.0833333333333333,"DEC"
"142","Mg_ 1175","Mangrove",0.6,0.35,"INC"
"143","Mg_ 1176","Mangrove",0.6,0.35,"INC"
"144","Mg_ 1177","Mangrove",-0.5,0.45,"DEC"
"145","Mg_ 1178","Mangrove",-0.2,0.783333333333333,"NT"
"146","Mg_ 1179","Mangrove",-0.8,0.133333333333333,"DEC"
"147","Mg_ 1180","Mangrove",-0.4,0.516666666666667,"NT"
"148","Mg_ 1181","Mangrove",-0.3,0.683333333333333,"NT"
"149","Mg_ 1182","Mangrove",-0.9,0.0833333333333333,"DEC"
"150","Mg_ 1183","Mangrove",-0.9,0.0833333333333333,"DEC"
"151","Mg_ 1184","Mangrove",0.7,0.233333333333333,"INC"
"152","Mg_ 1185","Mangrove",0.8,0.133333333333333,"INC"
"153","Mg_ 1186","Mangrove",0.7,0.233333333333333,"INC"
"154","Mg_ 1187","Mangrove",0.7,0.233333333333333,"INC"
"155","Mg_ 1188","Mangrove",-0.5,0.45,"DEC"
"156","Mg_ 1189","Mangrove",-0.3,0.683333333333333,"NT"
"157","Mg_ 1190","Mangrove",-0.9,0.0833333333333333,"DEC"
"158","Mg_ 1191","Mangrove",-0.5,0.45,"DEC"
"159","Mg_ 1192","Mangrove",-0.7,0.233333333333333,"DEC"
"160","Mg_ 1193","Mangrove",0.6,0.35,"INC"
"161","Mg_ 1194","Mangrove",-0.7,0.233333333333333,"DEC"
"162","Mg_ 1195","Mangrove",1,0.0166666666666667,"INC"
"163","Mg_ 1196","Mangrove",-0.3,0.683333333333333,"NT"
"164","Mg_ 1197","Mangrove",0.4,0.516666666666667,"NT"
"165","Mg_ 1198","Mangrove",0.3,0.683333333333333,"NT"
"166","Mg_ 1199","Mangrove",-0.6,0.35,"DEC"
"167","Mg_ 1200","Mangrove",-0.9,0.0833333333333333,"DEC"
"168","Mg_ 1201","Mangrove",0.7,0.233333333333333,"INC"
"169","Mg_ 1202","Mangrove",0.7,0.233333333333333,"INC"
"170","Mg_ 1224","Mangrove",0.4,0.516666666666667,"NT"
"171","Mg_ 1225","Mangrove",-0.7,0.233333333333333,"DEC"
"172","Mg_ 1226","Mangrove",0.6,0.35,"INC"
"173","Mg_ 1227","Mangrove",0.6,0.35,"INC"
"174","Mg_ 1228","Mangrove",-0.4,0.516666666666667,"NT"
"175","Mg_ 1229","Mangrove",-0.5,0.45,"DEC"
"176","Mg_ 1230","Mangrove",-0.9,0.0833333333333333,"DEC"
"177","Mg_ 1231","Mangrove",-0.3,0.683333333333333,"NT"
"178","Mg_ 1232","Mangrove",-0.7,0.233333333333333,"DEC"
"179","Mg_ 1233","Mangrove",-0.1,0.95,"NT"
"180","Mg_ 1234","Mangrove",-0.9,0.0833333333333333,"DEC"
"181","Mg_ 1235","Mangrove",-0.6,0.35,"DEC"
"182","Mg_ 1236","Mangrove",-0.7,0.233333333333333,"DEC"
"183","Mg_ 1237","Mangrove",-0.2,0.783333333333333,"NT"
"184","Mg_ 1238","Mangrove",-0.9,0.0833333333333333,"DEC"
"185","Mg_ 1239","Mangrove",-0.4,0.516666666666667,"NT"
"186","Mg_ 1240","Mangrove",-0.2,0.783333333333333,"NT"
"187","Mg_ 1241","Mangrove",-0.5,0.45,"DEC"
"188","Mg_ 1242","Mangrove",-0.9,0.0833333333333333,"DEC"
"189","Mg_ 1243","Mangrove",-0.9,0.0833333333333333,"DEC"
"190","Mg_ 1244","Mangrove",-0.9,0.0833333333333333,"DEC"
"191","Mg_ 1245","Mangrove",-0.6,0.35,"DEC"
"192","Mg_ 1246","Mangrove",-1,0.0166666666666667,"DEC"
"193","Mg_ 1247","Mangrove",-1,0.0166666666666667,"DEC"
"194","Mg_ 1248","Mangrove",-0.1,0.95,"NT"
"195","Mg_ 1249","Mangrove",-0.1,0.95,"NT"
"196","Mg_ 1250","Mangrove",-0.6,0.35,"DEC"
"197","Mg_ 1251","Mangrove",-0.9,0.0833333333333333,"DEC"
"198","Mg_ 1252","Mangrove",-0.1,0.95,"NT"
"199","Mg_ 1253","Mangrove",0.1,0.95,"NT"
"200","Mg_ 1254","Mangrove",-0.9,0.0833333333333333,"DEC"
"201","Mg_ 1255","Mangrove",-0.9,0.0833333333333333,"DEC"
"202","Mg_ 1256","Mangrove",-0.5,0.45,"DEC"
"203","Mg_ 1257","Mangrove",-1,0.0166666666666667,"DEC"
"204","Mg_ 1258","Mangrove",0.7,0.233333333333333,"INC"
"205","Mg_ 1259","Mangrove",-0.7,0.233333333333333,"DEC"
"206","Mg_ 1260","Mangrove",-0.7,0.233333333333333,"DEC"
"207","Mg_ 1261","Mangrove",-0.7,0.233333333333333,"DEC"
"208","Mg_ 1262","Mangrove",-0.9,0.0833333333333333,"DEC"
"209","Mg_ 1263","Mangrove",-0.5,0.45,"DEC"
"210","Mg_ 1264","Mangrove",-0.5,0.45,"DEC"
"211","Mg_ 1265","Mangrove",-0.7,0.233333333333333,"DEC"
"212","Mg_ 1266","Mangrove",-0.3,0.683333333333333,"NT"
"213","Mg_ 1267","Mangrove",-0.7,0.233333333333333,"DEC"
"214","Mg_ 1268","Mangrove",-0.4,0.516666666666667,"NT"
"215","Mg_ 1269","Mangrove",-0.6,0.35,"DEC"
"216","Mg_ 1270","Mangrove",0.7,0.233333333333333,"INC"
"217","Mg_ 1271","Mangrove",0.1,0.95,"NT"
"218","Mg_ 1272","Mangrove",-1,0.0166666666666667,"DEC"
"219","Mg_ 1273","Mangrove",-0.6,0.35,"DEC"
"220","Mg_ 1274","Mangrove",-0.9,0.0833333333333333,"DEC"
"221","Mg_ 1275","Mangrove",-0.2,0.783333333333333,"NT"
"222","Mg_ 1276","Mangrove",-1,0.0166666666666667,"DEC"
"223","Mg_ 1277","Mangrove",-0.9,0.0833333333333333,"DEC"
"224","Mg_ 1278","Mangrove",0.872081599272381,0.0538542177275421,"INC"
"225","Mg_ 1279","Mangrove",-0.1,0.95,"NT"
"226","Mg_ 1280","Mangrove",-0.7,0.233333333333333,"DEC"
"227","Mg_ 1281","Mangrove",-0.0512989176042577,0.934712848108234,"NT"
"228","Mg_ 1282","Mangrove",-0.1,0.95,"NT"
"229","Mg_ 1283","Mangrove",0.4,0.516666666666667,"NT"
"230","Mg_ 1284","Mangrove",-0.1,0.95,"NT"
"231","Mg_ 1285","Mangrove",0.1,0.95,"NT"
"232","Mg_ 1286","Mangrove",-0.1,0.95,"NT"
"233","Mg_ 1287","Mangrove",0.6,0.35,"INC"
"234","Mg_ 1288","Mangrove",-0.1,0.95,"NT"
"235","Mg_ 1290","Mangrove",-0.7,0.233333333333333,"DEC"
"236","Mg_ 1291","Mangrove",-0.4,0.516666666666667,"NT"
"237","Mg_ 1292","Mangrove",-0.4,0.516666666666667,"NT"
"238","Mg_ 1293","Mangrove",-0.4,0.516666666666667,"NT"
"239","Mg_ 1294","Mangrove",0.5,0.45,"INC"
"240","Mg_ 1295","Mangrove",0.1,0.95,"NT"
"241","Mg_ 1296","Mangrove",0.9,0.0833333333333333,"INC"
"242","Mg_ 1297","Mangrove",0.8,0.133333333333333,"INC"
"243","Mg_ 1298","Mangrove",-0.1,0.95,"NT"
"244","Mg_ 1299","Mangrove",0.3,0.683333333333333,"NT"
"245","Mg_ 1300","Mangrove",0.7,0.233333333333333,"INC"
"246","Mg_ 1301","Mangrove",0.8,0.133333333333333,"INC"
"247","Mg_ 1302","Mangrove",0.6,0.35,"INC"
"248","Mg_ 1303","Mangrove",-0.1,0.95,"NT"
"249","Mg_ 1304","Mangrove",0.1,0.95,"NT"
"250","Mg_ 1305","Mangrove",0.8,0.133333333333333,"INC"
"251","Mg_ 1306","Mangrove",0.6,0.35,"INC"
"252","Mg_ 1307","Mangrove",-0.5,0.45,"DEC"
"253","Mg_ 1308","Mangrove",0.9,0.0833333333333333,"INC"
"254","Mg_ 1309","Mangrove",0.6,0.35,"INC"
"255","Mg_ 1310","Mangrove",0.9,0.0833333333333333,"INC"
"256","Mg_ 1311","Mangrove",0.8,0.133333333333333,"INC"
"257","Mg_ 1312","Mangrove",-0.3,0.683333333333333,"NT"
"258","Mg_ 1313","Mangrove",-0.3,0.683333333333333,"NT"
"259","Mg_ 1314","Mangrove",0.6,0.35,"INC"
"260","Mg_ 1315","Mangrove",0.4,0.516666666666667,"NT"
"261","Mg_ 1316","Mangrove",0.974679434480896,0.00481823046819854,"INC"
"262","Mg_ 1317","Mangrove",0.7,0.233333333333333,"INC"
"263","Mg_ 1318","Mangrove",0.9,0.0833333333333333,"INC"
"264","Mg_ 1319","Mangrove",0.5,0.45,"INC"
"265","Mg_ 1320","Mangrove",0.8,0.133333333333333,"INC"
"266","Mg_ 1321","Mangrove",0.9,0.0833333333333333,"INC"
"267","Mg_ 1322","Mangrove",-0.9,0.0833333333333333,"DEC"
"268","Mg_ 1323","Mangrove",-0.9,0.0833333333333333,"DEC"
"269","Mg_ 1324","Mangrove",-1,0.0166666666666667,"DEC"
"270","Mg_ 1325","Mangrove",-0.9,0.0833333333333333,"DEC"
"271","Mg_ 1326","Mangrove",-0.7,0.233333333333333,"DEC"
"272","Mg_ 1327","Mangrove",0.6,0.35,"INC"
"273","Mg_ 1328","Mangrove",-0.4,0.516666666666667,"NT"
"274","Mg_ 1329","Mangrove",-0.9,0.0833333333333333,"DEC"
"275","Mg_ 1330","Mangrove",-0.7,0.233333333333333,"DEC"
"276","Mg_ 1331","Mangrove",-1,0.0166666666666667,"DEC"
"277","Mg_ 1332","Mangrove",-0.9,0.0833333333333333,"DEC"
"278","Mg_ 1333","Mangrove",-0.8,0.133333333333333,"DEC"
"279","Mg_ 1334","Mangrove",-1,0.0166666666666667,"DEC"
"280","Mg_ 1335","Mangrove",-0.9,0.0833333333333333,"DEC"
"281","Mg_ 1336","Mangrove",-0.7,0.233333333333333,"DEC"
"282","Mg_ 1337","Mangrove",-0.8,0.133333333333333,"DEC"
"283","Mg_ 1338","Mangrove",-0.9,0.0833333333333333,"DEC"
"284","Mg_ 1339","Mangrove",0,1,"NT"
"285","Mg_ 1340","Mangrove",-0.7,0.233333333333333,"DEC"
"286","Mg_ 1341","Mangrove",-0.9,0.0833333333333333,"DEC"
"287","Mg_ 1342","Mangrove",-0.3,0.683333333333333,"NT"
"288","Mg_ 1343","Mangrove",-0.3,0.683333333333333,"NT"
"289","Mg_ 1344","Mangrove",-0.1,0.95,"NT"
"290","Mg_ 1356","Mangrove",0.393939393939394,0.26288678352469,"INC"
"291","Mg_ 1357","Mangrove",-0.670152412646151,5.09289177989253e-05,"DEC"
"292","Mg_ 1358","Mangrove",0.37935254434319,0.038686039341937,"INC"
"293","Mg_ 1360","Mangrove",-1,0.0166666666666667,"DEC"
"294","Mg_ 1373","Mangrove",0.884803921568628,0,"INC"
"295","Mg_ 1374","Mangrove",-0.855392156862745,0,"DEC"
"296","Mg_ 1375","Mangrove",-0.371428571428571,0.497222222222222,"DEC"
"297","Mg_ 1376","Mangrove",-0.695725242782938,0.124789337440287,"DEC"
"298","Mg_ 1377","Mangrove",-0.828571428571429,0.0583333333333333,"DEC"
"299","Mg_ 1378","Mangrove",-0.828571428571429,0.0583333333333333,"DEC"
"300","Mg_ 1379","Mangrove",-0.985610760609162,0.000309085667849675,"DEC"
"301","Mg_ 1388","Mangrove",-0.819487179487179,2.06681306507872e-06,"DEC"
"302","Mg_ 1389","Mangrove",-0.953076923076923,1.12432033964108e-06,"DEC"
"303","Mg_ 1390","Mangrove",-0.926312203656269,1.15690396422335e-11,"DEC"
"304","Mg_ 1396","Mangrove",-1,0.0166666666666667,"DEC"
"305","Mg_ 1397","Mangrove",-1,0.0166666666666667,"DEC"
"306","Mg_ 1398","Mangrove",-1,0.0166666666666667,"DEC"
"307","Mg_ 1415","Mangrove",-1,0.0166666666666667,"DEC"
"308","Mg_ 1416","Mangrove",1,0.00277777777777778,"INC"
"309","Mg_ 1417","Mangrove",-0.9,0.0833333333333333,"DEC"
"310","Mg_ 1418","Mangrove",0.642857142857143,0.138888888888889,"INC"
"311","Mg_ 1419","Mangrove",-0.6,0.35,"DEC"
"312","Mg_ 1420","Mangrove",-0.7,0.233333333333333,"DEC"
"313","Mg_ 1421","Mangrove",-0.371428571428571,0.497222222222222,"DEC"
"314","Mg_ 1422","Mangrove",-0.857142857142857,0.0238095238095238,"DEC"
"315","Mg_ 1423","Mangrove",-0.428571428571428,0.353571428571429,"DEC"
"316","Mg_ 1424","Mangrove",-0.0714285714285714,0.906349206349206,"NT"
"317","Mg_ 1425","Mangrove",-0.892857142857143,0.0123015873015873,"DEC"
"318","Mg_ 1426","Mangrove",-1,0.000396825396825397,"DEC"
"319","Mg_ 1427","Mangrove",-0.821428571428571,0.0341269841269841,"DEC"
"320","Mg_ 1428","Mangrove",-1,0.00277777777777778,"DEC"
"321","Mg_ 1429","Mangrove",-1,0.00277777777777778,"DEC"
"322","Mg_ 1430","Mangrove",-0.964285714285714,0.00277777777777778,"DEC"
"323","Mg_ 1431","Mangrove",-1,0.00277777777777778,"DEC"
"324","Mg_ 1432","Mangrove",-0.964285714285714,0.00277777777777778,"DEC"
"325","Mg_ 1433","Mangrove",-0.964285714285714,0.00277777777777778,"DEC"
"326","Mg_ 1434","Mangrove",-0.892857142857143,0.0123015873015873,"DEC"
"327","Mg_ 1435","Mangrove",-0.857142857142857,0.0238095238095238,"DEC"
"328","Mg_ 1436","Mangrove",-0.964285714285714,0.00277777777777778,"DEC"
"329","Mg_ 1437","Mangrove",-1,0.00277777777777778,"DEC"
"330","Mg_ 1438","Mangrove",-1,0.00277777777777778,"DEC"
"331","Mg_ 1439","Mangrove",-0.885714285714286,0.0333333333333333,"DEC"
"332","Mg_ 1446","Mangrove",-0.4,0.516666666666667,"NT"
"333","Mg_ 1447","Mangrove",-0.564288093646835,0.3217233358243,"DEC"
"334","Mg_ 1448","Mangrove",-0.9,0.0833333333333333,"DEC"
"335","Mg_ 1449","Mangrove",1,0.0166666666666667,"INC"
"336","Mg_ 1450","Mangrove",0.9,0.0833333333333333,"INC"
"337","Mg_ 1451","Mangrove",-1,0.0166666666666667,"DEC"
"338","Mg_ 1452","Mangrove",0.3,0.683333333333333,"NT"
"339","Mg_ 1453","Mangrove",-1,0.0166666666666667,"DEC"
"340","Mg_ 1454","Mangrove",-0.8,0.133333333333333,"DEC"
"341","Mg_ 1455","Mangrove",0.974679434480896,0.00481823046819854,"INC"
"342","Mg_ 1456","Mangrove",-1,0.0166666666666667,"DEC"
"343","Mg_ 1457","Mangrove",0.3,0.683333333333333,"NT"
"344","Mg_ 1458","Mangrove",-1,0.0166666666666667,"DEC"
"345","Mg_ 1459","Mangrove",-0.9,0.0833333333333333,"DEC"
"346","Mg_ 1460","Mangrove",-0.9,0.0833333333333333,"DEC"
"347","Mg_ 1461","Mangrove",-1,0.0166666666666667,"DEC"
"348","Mg_ 1462","Mangrove",-1,0.0166666666666667,"DEC"
"349","Mg_ 1463","Mangrove",-0.5,0.45,"DEC"
"350","Mg_ 1464","Mangrove",-0.6,0.35,"DEC"
"351","Mg_ 1465","Mangrove",-0.6,0.35,"DEC"
"352","Mg_ 1466","Mangrove",-0.9,0.0833333333333333,"DEC"
"353","Mg_ 1467","Mangrove",-0.9,0.0833333333333333,"DEC"
"354","Mg_ 1468","Mangrove",-1,0.0166666666666667,"DEC"
"355","Mg_ 1469","Mangrove",-0.9,0.0833333333333333,"DEC"
"356","Mg_ 1470","Mangrove",-1,0.0166666666666667,"DEC"
"357","Mg_ 1471","Mangrove",-0.9,0.0833333333333333,"DEC"
"358","Mg_ 1472","Mangrove",0.7,0.233333333333333,"INC"
"359","Mg_ 1473","Mangrove",-0.3,0.683333333333333,"NT"
"360","Mg_ 1474","Mangrove",-0.9,0.0833333333333333,"DEC"
"361","Mg_ 1475","Mangrove",-0.7,0.233333333333333,"DEC"
"362","Mg_ 1476","Mangrove",-0.6,0.35,"DEC"
"363","Mg_ 1477","Mangrove",-0.1,0.95,"NT"
"364","Mg_ 1478","Mangrove",-1,0.0166666666666667,"DEC"
"365","Mg_ 1479","Mangrove",-1,0.0166666666666667,"DEC"
"366","Mg_ 1480","Mangrove",-0.6,0.35,"DEC"
"367","Mg_ 1481","Mangrove",-0.942857142857143,0.0166666666666667,"DEC"
"368","Mg_ 1482","Mangrove",-1,0.00277777777777778,"DEC"
"369","Mg_ 1483","Mangrove",-0.657142857142857,0.175,"DEC"
"370","Mg_ 1485","Mangrove",-0.55,0.132776675485009,"DEC"
"371","Mg_ 1486","Mangrove",-0.7,0.233333333333333,"DEC"
"372","Mg_ 1487","Mangrove",-0.1,0.95,"NT"
"373","Mg_ 1488","Mangrove",-0.2,0.783333333333333,"NT"
"374","Mg_ 1489","Mangrove",-0.7,0.233333333333333,"DEC"
"375","Mg_ 1490","Mangrove",0.7,0.233333333333333,"INC"
"376","Mg_ 1491","Mangrove",0.9,0.0833333333333333,"INC"
"377","Mg_ 1492","Mangrove",-0.9,0.0833333333333333,"DEC"
"378","Mg_ 1493","Mangrove",-0.3,0.683333333333333,"NT"
"379","Mg_ 1494","Mangrove",0.6,0.35,"INC"
"380","Mg_ 1495","Mangrove",0.9,0.0833333333333333,"INC"
"381","Mg_ 1496","Mangrove",0.2,0.783333333333333,"NT"
"382","Mg_ 1497","Mangrove",0.6,0.35,"INC"
