ID;Ecosystem;Lat;Long;nearest_long;nearest_lat;nitratos;pH;phosphates;temperature;water.velocity;salinidade
Mg_ 2364;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2365;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2366;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2367;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2368;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2369;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2370;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2371;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2372;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2373;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2374;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2375;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2376;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2377;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2378;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2379;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2380;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2381;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2382;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2383;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2384;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2385;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2386;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2387;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2388;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2389;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2390;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2391;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2392;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2393;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2394;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2395;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2396;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2397;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2398;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2399;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2400;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2401;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2402;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2403;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2404;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2405;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2406;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2407;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2408;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2409;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2410;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2411;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2412;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2413;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2414;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2415;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2416;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2417;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2418;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2419;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2420;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2421;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2422;Mangrove;-6.90485278;110.5051861;110.4750037;-6.924999883;0.19303092;8.06220141;0.00224282;29.15574871;29.17453951;0.01803461
Mg_ 2423;Mangrove;18.43973;-65.98142;-65.97500224;18.47499969;0.16500273;8.07221565;0.03518276;27.62413995;24.7451131;0.08500305
Mg_ 2424;Mangrove;18.43973;-65.98142;-65.97500224;18.47499969;0.16500273;8.07221565;0.03518276;27.62413995;24.7451131;0.08500305
Mg_ 2427;Mangrove;17.28784;-87.81606;-87.82500298;17.27499971;0.24993318;8.05655587;0.03875486;28.28025835;25.33248935;0.19688939
Mg_ 2428;Mangrove;17.28762;-87.81593;-87.82500298;17.27499971;0.24993318;8.05655587;0.03875486;28.28025835;25.33248935;0.19688939
Mg_ 2429;Mangrove;17.28742;-87.81583;-87.82500298;17.27499971;0.24993318;8.05655587;0.03875486;28.28025835;25.33248935;0.19688939
Mg_ 2430;Mangrove;17.28723;-87.8256;-87.82500298;17.27499971;0.24993318;8.05655587;0.03875486;28.28025835;25.33248935;0.19688939
Mg_ 2431;Mangrove;17.28708;-87.81558;-87.82500298;17.27499971;0.24993318;8.05655587;0.03875486;28.28025835;25.33248935;0.19688939
Mg_ 2432;Mangrove;17.28686;-87.81546;-87.82500298;17.27499971;0.24993318;8.05655587;0.03875486;28.28025835;25.33248935;0.19688939
Mg_ 2433;Mangrove;17.28646;-87.81233;-87.82500298;17.27499971;0.24993318;8.05655587;0.03875486;28.28025835;25.33248935;0.19688939
Mg_ 2434;Mangrove;17.28622;-87.81233;-87.82500298;17.27499971;0.24993318;8.05655587;0.03875486;28.28025835;25.33248935;0.19688939
Mg_ 2435;Mangrove;17.286;-87.81233;-87.82500298;17.27499971;0.24993318;8.05655587;0.03875486;28.28025835;25.33248935;0.19688939
Mg_ 2436;Mangrove;17.28576;-87.81232;-87.82500298;17.27499971;0.24993318;8.05655587;0.03875486;28.28025835;25.33248935;0.19688939
Mg_ 2437;Mangrove;17.28556;-87.81233;-87.82500298;17.27499971;0.24993318;8.05655587;0.03875486;28.28025835;25.33248935;0.19688939
Mg_ 2438;Mangrove;17.28534;-87.8123;-87.82500298;17.27499971;0.24993318;8.05655587;0.03875486;28.28025835;25.33248935;0.19688939
Mg_ 2439;Mangrove;25.90187;-81.51082;-81.47500276;25.87499956;0.6200664;8.05965719;0.00061933;25.76703435;25.77167655;0.02640731
Mg_ 2441;Mangrove;28.00792;-82.62987;-82.6250028;27.97499953;1.38913446;8.05870822;0.00131849;24.39172771;24.3338909;0.00815553
Mg_ 2442;Mangrove;28.00792;-82.62987;-82.6250028;27.97499953;1.38913446;8.05870822;0.00131849;24.39172771;24.3338909;0.00815553
Mg_ 2443;Mangrove;28.00792;-82.62987;-82.6250028;27.97499953;1.38913446;8.05870822;0.00131849;24.39172771;24.3338909;0.00815553
Mg_ 2444;Mangrove;28.0078;-82.62987;-82.6250028;27.97499953;1.38913446;8.05870822;0.00131849;24.39172771;24.3338909;0.00815553
Mg_ 2445;Mangrove;28.0078;-82.62987;-82.6250028;27.97499953;1.38913446;8.05870822;0.00131849;24.39172771;24.3338909;0.00815553
Mg_ 2446;Mangrove;28.00651;-82.63689;-82.6250028;27.97499953;1.38913446;8.05870822;0.00131849;24.39172771;24.3338909;0.00815553
Mg_ 2447;Mangrove;28.00651;-82.63689;-82.6250028;27.97499953;1.38913446;8.05870822;0.00131849;24.39172771;24.3338909;0.00815553
Mg_ 2448;Mangrove;28.00651;-82.63689;-82.6250028;27.97499953;1.38913446;8.05870822;0.00131849;24.39172771;24.3338909;0.00815553
Mg_ 2449;Mangrove;28.00659;-82.63679;-82.6250028;27.97499953;1.38913446;8.05870822;0.00131849;24.39172771;24.3338909;0.00815553
Mg_ 2450;Mangrove;28.00659;-82.63679;-82.6250028;27.97499953;1.38913446;8.05870822;0.00131849;24.39172771;24.3338909;0.00815553
Mg_ 2451;Mangrove;27.8441;-82.61079;-82.5750028;27.82499953;1.16058953;8.0628611;0.00112078;24.59702294;24.53908038;0.00796545
Mg_ 2452;Mangrove;27.8441;-82.61079;-82.5750028;27.82499953;1.16058953;8.0628611;0.00112078;24.59702294;24.53908038;0.00796545
Mg_ 2453;Mangrove;27.8441;-82.61079;-82.5750028;27.82499953;1.16058953;8.0628611;0.00112078;24.59702294;24.53908038;0.00796545
Mg_ 2454;Mangrove;27.84415;-82.61072;-82.5750028;27.82499953;1.16058953;8.0628611;0.00112078;24.59702294;24.53908038;0.00796545
Mg_ 2455;Mangrove;27.84415;-82.61072;-82.5750028;27.82499953;1.16058953;8.0628611;0.00112078;24.59702294;24.53908038;0.00796545
Mg_ 2456;Mangrove;27.84503;-82.61127;-82.5750028;27.82499953;1.16058953;8.0628611;0.00112078;24.59702294;24.53908038;0.00796545
Mg_ 2457;Mangrove;27.84503;-82.61127;-82.5750028;27.82499953;1.16058953;8.0628611;0.00112078;24.59702294;24.53908038;0.00796545
Mg_ 2458;Mangrove;27.84503;-82.61127;-82.5750028;27.82499953;1.16058953;8.0628611;0.00112078;24.59702294;24.53908038;0.00796545
Mg_ 2459;Mangrove;27.84513;-82.61119;-82.5750028;27.82499953;1.16058953;8.0628611;0.00112078;24.59702294;24.53908038;0.00796545
Mg_ 2460;Mangrove;27.84513;-82.61119;-82.5750028;27.82499953;1.16058953;8.0628611;0.00112078;24.59702294;24.53908038;0.00796545
Mg_ 2461;Mangrove;27.84863;-82.59945;-82.5750028;27.82499953;1.16058953;8.0628611;0.00112078;24.59702294;24.53908038;0.00796545
Mg_ 2462;Mangrove;27.84863;-82.59945;-82.5750028;27.82499953;1.16058953;8.0628611;0.00112078;24.59702294;24.53908038;0.00796545
Mg_ 2463;Mangrove;27.84863;-82.59945;-82.5750028;27.82499953;1.16058953;8.0628611;0.00112078;24.59702294;24.53908038;0.00796545
Mg_ 2464;Mangrove;27.84853;-82.59955;-82.5750028;27.82499953;1.16058953;8.0628611;0.00112078;24.59702294;24.53908038;0.00796545
Mg_ 2465;Mangrove;27.84633333;-82.60153333;-82.5750028;27.82499953;1.16058953;8.0628611;0.00112078;24.59702294;24.53908038;0.00796545
Mg_ 2466;Mangrove;27.84618333;-82.6015;-82.5750028;27.82499953;1.16058953;8.0628611;0.00112078;24.59702294;24.53908038;0.00796545
Mg_ 2467;Mangrove;27.84601667;-82.60148333;-82.5750028;27.82499953;1.16058953;8.0628611;0.00112078;24.59702294;24.53908038;0.00796545
Mg_ 2468;Mangrove;27.8458;-82.60151667;-82.5750028;27.82499953;1.16058953;8.0628611;0.00112078;24.59702294;24.53908038;0.00796545
Mg_ 2469;Mangrove;27.84563333;-82.60145;-82.5750028;27.82499953;1.16058953;8.0628611;0.00112078;24.59702294;24.53908038;0.00796545
Mg_ 2470;Mangrove;27.84545;-82.60143333;-82.5750028;27.82499953;1.16058953;8.0628611;0.00112078;24.59702294;24.53908038;0.00796545
Mg_ 2471;Mangrove;27.84664;-82.60184;-82.5750028;27.82499953;1.16058953;8.0628611;0.00112078;24.59702294;24.53908038;0.00796545
Mg_ 2472;Mangrove;27.84664;-82.60184;-82.5750028;27.82499953;1.16058953;8.0628611;0.00112078;24.59702294;24.53908038;0.00796545
Mg_ 2473;Mangrove;27.84664;-82.60184;-82.5750028;27.82499953;1.16058953;8.0628611;0.00112078;24.59702294;24.53908038;0.00796545
Mg_ 2474;Mangrove;27.84671;-82.60195;-82.5750028;27.82499953;1.16058953;8.0628611;0.00112078;24.59702294;24.53908038;0.00796545
Mg_ 2475;Mangrove;27.84671;-82.60195;-82.5750028;27.82499953;1.16058953;8.0628611;0.00112078;24.59702294;24.53908038;0.00796545
Mg_ 321;Mangrove;-18.831799;36.240201;36.22500123;-18.92499968;4.13943446;8.04778;0.00308011;26.78336619;26.90732215;0.05643721
Mg_ 322;Mangrove;-18.831799;36.240201;36.22500123;-18.92499968;4.13943446;8.04778;0.00308011;26.78336619;26.90732215;0.05643721
Mg_ 323;Mangrove;-18.831799;36.240201;36.22500123;-18.92499968;4.13943446;8.04778;0.00308011;26.78336619;26.90732215;0.05643721
Mg_ 324;Mangrove;-18.831799;36.240201;36.22500123;-18.92499968;4.13943446;8.04778;0.00308011;26.78336619;26.90732215;0.05643721
Mg_ 325;Mangrove;-18.831799;36.240201;36.22500123;-18.92499968;4.13943446;8.04778;0.00308011;26.78336619;26.90732215;0.05643721
Mg_ 326;Mangrove;-18.840148;36.264355;36.32500123;-18.87499968;4.38391019;8.053139;0.00400107;26.77602855;26.74571923;0.04207158
Mg_ 327;Mangrove;-18.840148;36.264355;36.32500123;-18.87499968;4.38391019;8.053139;0.00400107;26.77602855;26.74571923;0.04207158
Mg_ 328;Mangrove;-18.840148;36.264355;36.32500123;-18.87499968;4.38391019;8.053139;0.00400107;26.77602855;26.74571923;0.04207158
Mg_ 329;Mangrove;-18.840148;36.264355;36.32500123;-18.87499968;4.38391019;8.053139;0.00400107;26.77602855;26.74571923;0.04207158
Mg_ 330;Mangrove;-18.840148;36.264355;36.32500123;-18.87499968;4.38391019;8.053139;0.00400107;26.77602855;26.74571923;0.04207158
Mg_ 331;Mangrove;-18.845148;36.213549;36.22500123;-18.92499968;4.13943446;8.04778;0.00308011;26.78336619;26.90732215;0.05643721
Mg_ 332;Mangrove;-18.845148;36.213549;36.22500123;-18.92499968;4.13943446;8.04778;0.00308011;26.78336619;26.90732215;0.05643721
Mg_ 333;Mangrove;-18.845148;36.213549;36.22500123;-18.92499968;4.13943446;8.04778;0.00308011;26.78336619;26.90732215;0.05643721
Mg_ 334;Mangrove;-18.845148;36.213549;36.22500123;-18.92499968;4.13943446;8.04778;0.00308011;26.78336619;26.90732215;0.05643721
Mg_ 335;Mangrove;-18.845914;36.306805;36.32500123;-18.87499968;4.38391019;8.053139;0.00400107;26.77602855;26.74571923;0.04207158
Mg_ 336;Mangrove;-18.845914;36.306805;36.32500123;-18.87499968;4.38391019;8.053139;0.00400107;26.77602855;26.74571923;0.04207158
Mg_ 337;Mangrove;-18.845914;36.306805;36.32500123;-18.87499968;4.38391019;8.053139;0.00400107;26.77602855;26.74571923;0.04207158
Mg_ 338;Mangrove;-18.845914;36.306805;36.32500123;-18.87499968;4.38391019;8.053139;0.00400107;26.77602855;26.74571923;0.04207158
Mg_ 339;Mangrove;-18.845914;36.306805;36.32500123;-18.87499968;4.38391019;8.053139;0.00400107;26.77602855;26.74571923;0.04207158
Mg_ 340;Mangrove;-18.854252;36.123515;36.12500123;-18.92499968;4.14866287;8.04717453;0.00306525;26.74513292;26.93605273;0.04597463
Mg_ 341;Mangrove;-18.854252;36.123515;36.12500123;-18.92499968;4.14866287;8.04717453;0.00306525;26.74513292;26.93605273;0.04597463
Mg_ 342;Mangrove;-18.854252;36.123515;36.12500123;-18.92499968;4.14866287;8.04717453;0.00306525;26.74513292;26.93605273;0.04597463
Mg_ 343;Mangrove;-18.854252;36.123515;36.12500123;-18.92499968;4.14866287;8.04717453;0.00306525;26.74513292;26.93605273;0.04597463
Mg_ 344;Mangrove;-18.854252;36.123515;36.12500123;-18.92499968;4.14866287;8.04717453;0.00306525;26.74513292;26.93605273;0.04597463
Mg_ 345;Mangrove;-18.854268;36.237751;36.22500123;-18.92499968;4.13943446;8.04778;0.00308011;26.78336619;26.90732215;0.05643721
Mg_ 346;Mangrove;-18.854268;36.237751;36.22500123;-18.92499968;4.13943446;8.04778;0.00308011;26.78336619;26.90732215;0.05643721
Mg_ 347;Mangrove;-18.854268;36.237751;36.22500123;-18.92499968;4.13943446;8.04778;0.00308011;26.78336619;26.90732215;0.05643721
Mg_ 348;Mangrove;-18.854268;36.237751;36.22500123;-18.92499968;4.13943446;8.04778;0.00308011;26.78336619;26.90732215;0.05643721
Mg_ 349;Mangrove;-18.860066;36.269428;36.32500123;-18.87499968;4.38391019;8.053139;0.00400107;26.77602855;26.74571923;0.04207158
Mg_ 350;Mangrove;-18.860066;36.269428;36.32500123;-18.87499968;4.38391019;8.053139;0.00400107;26.77602855;26.74571923;0.04207158
Mg_ 351;Mangrove;-18.860066;36.269428;36.32500123;-18.87499968;4.38391019;8.053139;0.00400107;26.77602855;26.74571923;0.04207158
Mg_ 352;Mangrove;-18.860066;36.269428;36.32500123;-18.87499968;4.38391019;8.053139;0.00400107;26.77602855;26.74571923;0.04207158
Mg_ 353;Mangrove;-18.860066;36.269428;36.32500123;-18.87499968;4.38391019;8.053139;0.00400107;26.77602855;26.74571923;0.04207158
Mg_ 354;Mangrove;-18.86529;36.141464;36.12500123;-18.92499968;4.14866287;8.04717453;0.00306525;26.74513292;26.93605273;0.04597463
Mg_ 355;Mangrove;-18.86529;36.141464;36.12500123;-18.92499968;4.14866287;8.04717453;0.00306525;26.74513292;26.93605273;0.04597463
Mg_ 356;Mangrove;-18.86529;36.141464;36.12500123;-18.92499968;4.14866287;8.04717453;0.00306525;26.74513292;26.93605273;0.04597463
Mg_ 357;Mangrove;-18.86529;36.141464;36.12500123;-18.92499968;4.14866287;8.04717453;0.00306525;26.74513292;26.93605273;0.04597463
Mg_ 358;Mangrove;-18.744;36.112;36.12500123;-18.92499968;4.14866287;8.04717453;0.00306525;26.74513292;26.93605273;0.04597463
Mg_ 359;Mangrove;-18.744;36.112;36.12500123;-18.92499968;4.14866287;8.04717453;0.00306525;26.74513292;26.93605273;0.04597463
Mg_ 360;Mangrove;-18.744;36.112;36.12500123;-18.92499968;4.14866287;8.04717453;0.00306525;26.74513292;26.93605273;0.04597463
Mg_ 361;Mangrove;-18.870943;36.20356;36.22500123;-18.92499968;4.13943446;8.04778;0.00308011;26.78336619;26.90732215;0.05643721
Mg_ 362;Mangrove;-18.870943;36.20356;36.22500123;-18.92499968;4.13943446;8.04778;0.00308011;26.78336619;26.90732215;0.05643721
Mg_ 363;Mangrove;-18.870943;36.20356;36.22500123;-18.92499968;4.13943446;8.04778;0.00308011;26.78336619;26.90732215;0.05643721
Mg_ 364;Mangrove;-18.870943;36.20356;36.22500123;-18.92499968;4.13943446;8.04778;0.00308011;26.78336619;26.90732215;0.05643721
Mg_ 365;Mangrove;-18.870943;36.20356;36.22500123;-18.92499968;4.13943446;8.04778;0.00308011;26.78336619;26.90732215;0.05643721
Mg_ 366;Mangrove;-18.87926;36.152707;36.17500123;-18.92499968;0.57042712;8.06126433;0.01346636;26.74731549;27.04725448;0.0131218
Mg_ 367;Mangrove;-18.87926;36.152707;36.17500123;-18.92499968;0.57042712;8.06126433;0.01346636;26.74731549;27.04725448;0.0131218
Mg_ 368;Mangrove;-18.87926;36.152707;36.17500123;-18.92499968;0.57042712;8.06126433;0.01346636;26.74731549;27.04725448;0.0131218
Mg_ 369;Mangrove;-18.87926;36.152707;36.17500123;-18.92499968;0.57042712;8.06126433;0.01346636;26.74731549;27.04725448;0.0131218
Mg_ 370;Mangrove;-18.87926;36.152707;36.17500123;-18.92499968;0.57042712;8.06126433;0.01346636;26.74731549;27.04725448;0.0131218
Mg_ 371;Mangrove;-18.881442;36.168942;36.17500123;-18.92499968;0.57042712;8.06126433;0.01346636;26.74731549;27.04725448;0.0131218
Mg_ 372;Mangrove;-18.881442;36.168942;36.17500123;-18.92499968;0.57042712;8.06126433;0.01346636;26.74731549;27.04725448;0.0131218
Mg_ 373;Mangrove;-18.881442;36.168942;36.17500123;-18.92499968;0.57042712;8.06126433;0.01346636;26.74731549;27.04725448;0.0131218
Mg_ 374;Mangrove;-18.881442;36.168942;36.17500123;-18.92499968;0.57042712;8.06126433;0.01346636;26.74731549;27.04725448;0.0131218
Mg_ 375;Mangrove;-18.88302;36.174246;36.17500123;-18.92499968;0.57042712;8.06126433;0.01346636;26.74731549;27.04725448;0.0131218
Mg_ 376;Mangrove;-18.88302;36.174246;36.17500123;-18.92499968;0.57042712;8.06126433;0.01346636;26.74731549;27.04725448;0.0131218
Mg_ 377;Mangrove;-18.88302;36.174246;36.17500123;-18.92499968;0.57042712;8.06126433;0.01346636;26.74731549;27.04725448;0.0131218
Mg_ 378;Mangrove;-18.88302;36.174246;36.17500123;-18.92499968;0.57042712;8.06126433;0.01346636;26.74731549;27.04725448;0.0131218
Mg_ 379;Mangrove;-18.743;36.119;36.12500123;-18.92499968;4.14866287;8.04717453;0.00306525;26.74513292;26.93605273;0.04597463
Mg_ 380;Mangrove;-18.743;36.119;36.12500123;-18.92499968;4.14866287;8.04717453;0.00306525;26.74513292;26.93605273;0.04597463
Mg_ 381;Mangrove;-18.743;36.128;36.12500123;-18.92499968;4.14866287;8.04717453;0.00306525;26.74513292;26.93605273;0.04597463
Mg_ 382;Mangrove;-18.743;36.128;36.12500123;-18.92499968;4.14866287;8.04717453;0.00306525;26.74513292;26.93605273;0.04597463
Mg_ 383;Mangrove;-18.743;36.128;36.12500123;-18.92499968;4.14866287;8.04717453;0.00306525;26.74513292;26.93605273;0.04597463
Mg_ 384;Mangrove;-18.743;36.128;36.12500123;-18.92499968;4.14866287;8.04717453;0.00306525;26.74513292;26.93605273;0.04597463
Mg_ 385;Mangrove;-18.743;36.128;36.12500123;-18.92499968;4.14866287;8.04717453;0.00306525;26.74513292;26.93605273;0.04597463
Mg_ 386;Mangrove;-18.75;36.115;36.12500123;-18.92499968;4.14866287;8.04717453;0.00306525;26.74513292;26.93605273;0.04597463
Mg_ 387;Mangrove;-18.75;36.115;36.12500123;-18.92499968;4.14866287;8.04717453;0.00306525;26.74513292;26.93605273;0.04597463
Mg_ 388;Mangrove;-18.75;36.115;36.12500123;-18.92499968;4.14866287;8.04717453;0.00306525;26.74513292;26.93605273;0.04597463
Mg_ 389;Mangrove;-18.75;36.115;36.12500123;-18.92499968;4.14866287;8.04717453;0.00306525;26.74513292;26.93605273;0.04597463
Mg_ 390;Mangrove;-18.76;36.144;36.12500123;-18.92499968;4.14866287;8.04717453;0.00306525;26.74513292;26.93605273;0.04597463
Mg_ 391;Mangrove;-18.76;36.144;36.12500123;-18.92499968;4.14866287;8.04717453;0.00306525;26.74513292;26.93605273;0.04597463
Mg_ 392;Mangrove;-18.76;36.144;36.12500123;-18.92499968;4.14866287;8.04717453;0.00306525;26.74513292;26.93605273;0.04597463
Mg_ 393;Mangrove;-18.76;36.144;36.12500123;-18.92499968;4.14866287;8.04717453;0.00306525;26.74513292;26.93605273;0.04597463
Mg_ 394;Mangrove;-18.76;36.144;36.12500123;-18.92499968;4.14866287;8.04717453;0.00306525;26.74513292;26.93605273;0.04597463
Mg_ 395;Mangrove;-18.762;36.139;36.12500123;-18.92499968;4.14866287;8.04717453;0.00306525;26.74513292;26.93605273;0.04597463
Mg_ 396;Mangrove;-18.762;36.139;36.12500123;-18.92499968;4.14866287;8.04717453;0.00306525;26.74513292;26.93605273;0.04597463
Mg_ 397;Mangrove;-18.762;36.139;36.12500123;-18.92499968;4.14866287;8.04717453;0.00306525;26.74513292;26.93605273;0.04597463
