,Core,Depth,Acc.Mass,Age,Age.Pb,Age.C
1430,Sg_170,63.2425,72.32087933,2470,374,2506
1431,Sg_170,66.3275,75.25131985,2619,389,2663
1432,Sg_170,69.4125,79.51442617,2866,414,2918
1433,Sg_170,72.4975,82.63331129,3011,429,3070
1434,Sg_170,75.5825,87.38351456,3206,449,3270
1435,Sg_170,78.6675,90.53391892,3404,470,3469
1436,Sg_170,81.7525,95.32243511,3601,491,3675
1437,Sg_170,84.8375,100.0079017,3848,516,3930
1438,Sg_170,87.9225,104.5216734,4094,541,4182
1439,Sg_170,91.0075,108.6652946,4295,562,4386
1440,Sg_170,94.0925,112.5517112,4497,581,4593
1441,Sg_170,97.1775,115.8792743,4649,596,4748
1442,Sg_170,100.2625,120.0237297,4853,617,4952
1443,Sg_176,0.49375,0.577391357,NA,5,NA
1444,Sg_176,2.52125,2.240713565,NA,10,NA
1445,Sg_176,4.54875,4.8412779,NA,25,NA
1446,Sg_176,6.57625,6.337647473,NA,29,NA
1447,Sg_176,8.60375,8.877685625,NA,43,NA
1448,Sg_176,10.63125,10.26822705,NA,47,NA
1449,Sg_176,12.65875,13.73599951,NA,62,NA
1450,Sg_176,14.68625,14.58205241,NA,66,NA
1451,Sg_176,16.71375,15.98415669,NA,71,NA
1452,Sg_176,18.74125,18.40324653,NA,82,NA
1453,Sg_176,20.76875,21.3185054,NA,97,NA
1454,Sg_176,22.79625,23.19652094,NA,107,NA
1455,Sg_176,24.82375,24.02517102,NA,112,NA
1456,Sg_176,26.85125,25.76691649,NA,122,NA
1457,Sg_176,28.87875,29.37332623,NA,137,NA
1458,Sg_176,30.90625,31.02763487,NA,148,NA
1459,Sg_176,32.93375,33.20976408,NA,157,NA
1460,Sg_176,34.96125,33.76457984,NA,162,NA
1461,Sg_176,36.98875,35.67755711,NA,172,NA
1462,Sg_176,39.01625,38.08309407,NA,183,NA
1463,Sg_176,42.0575,40.19060446,NA,193,NA
1464,Sg_176,46.1125,42.58104077,NA,208,NA
1465,Sg_176,50.1675,45.74983717,NA,223,NA
1466,Sg_176,54.2225,49.43550259,NA,238,NA
1467,Sg_176,58.2775,54.25512446,NA,263,NA
1468,Sg_176,62.3325,57.98280117,NA,284,NA
1469,Sg_176,66.3875,62.78542733,NA,310,NA
1470,Sg_176,70.4425,66.10815676,NA,325,NA
1471,Sg_176,74.4975,69.77626327,NA,346,NA
1472,Sg_176,78.5525,72.57551633,NA,361,NA
1473,Sg_176,82.6075,76.18787009,NA,376,NA
1474,Sg_176,86.6625,80.12389943,NA,396,NA
1475,Sg_176,90.7175,83.77010284,NA,417,NA
1476,Sg_176,94.7725,89.06173789,NA,443,NA
1477,Sg_176,98.8275,91.64371581,NA,453,NA
1478,Sg_177,0.9995,0.84293119,NA,3,NA
1479,Sg_177,3.3929,2.370807286,NA,12,NA
1480,Sg_177,5.7863,4.731913155,NA,36,NA
1481,Sg_177,8.1797,8.152267061,NA,67,NA
1482,Sg_177,10.5731,10.39028611,NA,88,NA
1483,Sg_177,12.9665,12.16590231,NA,108,NA
1484,Sg_177,15.3599,12.99362235,NA,118,NA
1485,Sg_177,17.7533,14.67733199,NA,138,NA
1486,Sg_177,20.1467,16.20730033,NA,148,NA
1487,Sg_177,22.5401,18.15668855,NA,168,NA
1488,Sg_177,28.5236,19.96566126,NA,187,NA
1489,Sg_177,33.3104,27.67268976,NA,268,NA
1490,Sg_177,38.0972,31.7983761,NA,309,NA
1491,Sg_177,42.884,36.35897355,NA,350,NA
1492,Sg_177,47.6708,40.82133353,NA,401,NA
1493,Sg_177,52.4576,45.66459947,NA,452,NA
1494,Sg_177,57.2444,45.66459947,NA,477,NA
1495,Sg_177,62.0312,50.62072956,NA,502,NA
1496,Sg_177,66.818,55.9939461,NA,554,NA
1497,Sg_177,71.6048,60.19607219,NA,595,NA
1498,Sg_177,76.3916,64.88630959,NA,645,NA
1499,Sg_177,81.1784,69.75557941,NA,696,NA
1500,Sg_177,85.9652,75.42568731,NA,748,NA
1501,Sg_177,90.752,79.91074207,NA,799,NA
1502,Sg_177,95.5388,85.3808383,NA,851,NA
1503,Sg_177,100.3256,90.7772781,NA,900,NA
1504,Sg_178,2.3562,0.034469471,NA,13,NA
1505,Sg_178,5.0716,1.073111604,NA,18,NA
1506,Sg_178,7.787,3.141036102,NA,29,NA
1507,Sg_178,10.5024,5.845209607,NA,53,NA
1508,Sg_178,13.2178,9.259723608,NA,91,NA
1509,Sg_178,15.9332,11.34982147,NA,114,NA
1510,Sg_178,18.6486,12.14855737,NA,124,NA
1511,Sg_178,21.364,13.71724927,NA,144,NA
1512,Sg_178,24.0794,15.26238812,NA,154,NA
1513,Sg_178,26.7948,16.57968456,NA,175,NA
1514,Sg_178,32.2256,22.02902587,NA,226,NA
1515,Sg_178,37.6564,26.31647481,NA,268,NA
1516,Sg_178,43.0872,30.67942566,NA,318,NA
1517,Sg_178,48.518,34.95368919,NA,358,NA
1518,Sg_178,53.9488,40.1040127,NA,409,NA
1519,Sg_178,59.3796,45.63736759,NA,469,NA
1520,Sg_178,64.8104,51.34420388,NA,520,NA
1521,Sg_178,70.2412,56.21656446,NA,572,NA
1522,Sg_178,75.672,62.30571308,NA,633,NA
1523,Sg_178,81.1028,67.76526533,NA,693,NA
1524,Sg_178,86.5336,72.79682182,NA,744,NA
1525,Sg_178,91.9644,79.23096664,NA,806,NA
1526,Sg_178,97.3952,84.70007531,NA,857,NA
1527,Sg_179,0.5022,0.33724196,NA,2,NA
1528,Sg_179,1.6826,1.263535057,NA,8,NA
1529,Sg_179,2.863,2.231654267,NA,18,NA
1530,Sg_179,4.0434,3.411597741,NA,27,NA
1531,Sg_179,5.2238,4.391063801,NA,37,NA
1532,Sg_179,6.4042,5.370613209,NA,47,NA
1533,Sg_179,7.5846,6.22440013,NA,59,NA
1534,Sg_179,8.765,7.150681861,NA,71,NA
1535,Sg_179,9.9454,7.922078157,NA,84,NA
1536,Sg_179,11.1258,9.177354478,NA,96,NA
1537,Sg_179,12.3062,10.19697588,NA,108,NA
1538,Sg_179,13.4866,11.13318752,NA,118,NA
1539,Sg_179,14.667,11.50396618,NA,128,NA
1540,Sg_179,15.8474,12.74178047,NA,138,NA
1541,Sg_179,17.0278,13.66199666,NA,148,NA
1542,Sg_179,18.2082,14.6023303,NA,158,NA
1543,Sg_179,19.3886,15.50470598,NA,168,NA
1544,Sg_179,20.569,16.40552076,NA,168,NA
1545,Sg_179,21.7494,17.1674645,NA,178,NA
1546,Sg_179,22.9298,18.26165308,NA,188,NA
1547,Sg_179,24.7004,19.80454039,NA,209,NA
1548,Sg_179,27.0612,21.86804158,NA,229,NA
1549,Sg_179,29.422,23.95990042,NA,249,NA
1550,Sg_179,31.7828,26.25390366,NA,270,NA
1551,Sg_179,34.1436,28.51464302,NA,300,NA
1552,Sg_179,36.5044,30.95401474,NA,320,NA
1553,Sg_179,38.8652,33.16757469,NA,341,NA
1554,Sg_179,41.226,35.52985225,NA,372,NA
1555,Sg_179,43.5868,37.6541036,NA,392,NA
1556,Sg_179,45.9476,39.89025117,NA,413,NA
1557,Sg_179,48.3084,42.31951112,NA,433,NA
1558,Sg_179,50.6692,44.89643923,NA,462,NA
1559,Sg_179,53.03,47.68737005,NA,493,NA
1560,Sg_179,55.3908,50.11025758,NA,513,NA
1561,Sg_179,57.7516,52.27271694,NA,534,NA
1562,Sg_179,60.1124,54.87496803,NA,565,NA
1563,Sg_179,62.4732,57.23028972,NA,586,NA
1564,Sg_179,64.834,59.69728789,NA,616,NA
1565,Sg_179,67.1948,62.04619169,NA,636,NA
1566,Sg_179,69.5556,65.28712831,NA,667,NA
1567,Sg_179,71.9164,67.88161278,NA,698,NA
1568,Sg_179,76.638,72.9102407,NA,748,NA
1569,Sg_179,81.3596,78.97000358,NA,811,NA
1570,Sg_179,86.0812,86.04922116,NA,881,NA
1571,Sg_179,90.8028,92.88913199,NA,950,NA
1572,Sg_179,95.5244,99.31880592,NA,1012,NA
1573,Sg_179,100.246,105.8301885,NA,1075,NA
1574,Sg_190,0.9992,1.171495547,NA,3,NA
1575,Sg_190,3.5538,3.777061853,NA,17,NA
1576,Sg_190,6.1084,6.351102186,NA,28,NA
1577,Sg_190,8.663,9.090774815,NA,43,NA
1578,Sg_190,11.2176,11.37040192,NA,53,NA
1579,Sg_190,13.7722,13.65996647,NA,68,NA
1580,Sg_190,16.3268,15.98785824,NA,78,NA
1581,Sg_190,18.8814,18.45393544,NA,89,NA
1582,Sg_190,21.436,20.76769586,NA,104,NA
1583,Sg_190,23.9906,23.52103248,NA,119,NA
1584,Sg_190,30.3771,24.71622351,NA,124,NA
1585,Sg_190,35.4863,30.78522745,NA,155,NA
1586,Sg_190,40.5955,34.21247007,NA,170,NA
1587,Sg_190,45.7047,39.2255138,NA,196,NA
1588,Sg_190,50.8139,41.63908529,NA,208.5,NA
1589,Sg_190,55.9231,44.05265678,NA,221,NA
1590,Sg_190,61.0323,55.47228654,NA,279,NA
1591,Sg_190,66.1415,58.18210789,NA,294,NA
1592,Sg_190,71.2507,60.89192923,NA,309,NA
1593,Sg_190,76.3599,67.04611069,NA,340,NA
1594,Sg_190,81.4691,73.11467597,NA,370,NA
1595,Sg_190,86.5783,78.04773228,NA,395,NA
1596,Sg_190,91.6875,82.80966283,NA,420,NA
1597,Sg_190,96.7967,89.5427005,NA,456,NA
1598,Sg_190,101.9059,95.18707541,NA,480,NA
1599,Sg_191,0.7753,0.545062219,2,2,220
1600,Sg_191,1.5506,1.470131031,3.5,4,330.5
1601,Sg_191,2.3259,2.360667807,5,6,441
1602,Sg_191,3.1012,2.932043071,9,9,661
1603,Sg_191,3.8765,3.595089062,12,12,881
1604,Sg_191,4.6518,4.178883383,13.5,13.5,991
1605,Sg_191,5.4271,5.116256174,15,15,1101
1606,Sg_191,6.2024,5.783551511,18,18,1297
1607,Sg_191,6.9777,6.505189127,21,21,1492
1608,Sg_191,7.753,7.209494895,22.5,22.5,1589.5
1609,Sg_191,8.5283,7.859337757,24,24,1687
1610,Sg_191,10.0789,9.409641673,27,27,1882
1611,Sg_191,11.6295,11.04201554,32,33,2295
1612,Sg_191,13.1801,12.4763315,34,36,2513
1613,Sg_191,14.7307,13.96446886,38,42,2948
1614,Sg_191,16.2813,15.32200052,40,45,3166
1615,Sg_191,19.3825,18.7586521,1798,54,4015
1616,Sg_191,22.4837,22.04216275,3506,61,4687
1617,Sg_191,25.5849,24.83660384,5407,67,5378
1618,Sg_191,28.6861,27.38848131,5812,71,5802
1619,Sg_191,34.1132,33.00196414,7091,83,7105
1620,Sg_191,40.3156,38.72277312,8366,95,8371
1621,Sg_191,46.518,44.76706896,9555,107,9594
1622,Sg_191,52.7204,50.57924103,10768,119,10811
1623,Sg_191,58.9228,56.13001056,11789,130,11818
1624,Sg_191,69.777,66.6693351,13978,152,14017
1625,Sg_191,77.53,72.65208962,15183,164,15217
1626,Sg_191,85.283,77.82423193,16181,174,16224
1627,Sg_191,93.036,83.10853631,17154,184,17246
1628,Sg_191,100.789,90.37084573,18515,198,18667
1629,Sg_192,0.5752,0.550617914,1,2,30
1630,Sg_192,1.1504,1.089007195,2.5,3,45.5
1631,Sg_192,1.7256,1.84898196,4,4,61
1632,Sg_192,2.3008,2.638337345,6,6,91
1633,Sg_192,2.876,3.708160805,8,8,121
1634,Sg_192,3.4512,4.217540451,9,9,136
1635,Sg_192,4.0264,5.113892051,10,10,151
1636,Sg_192,4.6016,5.772029719,12,12,181
1637,Sg_192,5.1768,6.442101314,13,13,195.5
1638,Sg_192,5.752,7.287908817,14,14,210
1639,Sg_192,6.3272,7.991237304,17,17,239
1640,Sg_192,7.4776,9.653901618,21,21,298
1641,Sg_192,8.628,11.15612015,23,23,328
1642,Sg_192,9.7784,13.0364278,28,28,388
1643,Sg_192,10.9288,14.89748931,32,32,448
1644,Sg_192,12.0792,16.73966525,35,37,506
1645,Sg_192,14.38,19.24707959,38,41,564
1646,Sg_192,16.6808,21.77650339,219,48,654
1647,Sg_192,18.9816,23.76879648,398,52,715
1648,Sg_192,21.2824,26.25481157,605,56,804
1649,Sg_192,25.3088,31.09507277,1158,66,1127
1650,Sg_192,29.9104,37.0052441,1683,78,1673
1651,Sg_192,34.512,42.48805466,2154,88,2121
1652,Sg_192,39.1136,49.3555058,2792,102,2781
1653,Sg_192,43.7152,55.27521872,3351,114,3331
1654,Sg_192,51.768,61.74668679,3904,129,3890
1655,Sg_192,57.52,64.82326135,4048,135,4032
1656,Sg_192,63.272,68.5166417,4197,143,4186
1657,Sg_192,69.024,71.74507739,4308,149,4299
1658,Sg_192,74.776,75.79522736,4457,157,4450
1659,Sg_192,80.528,79.41094357,4568,163,4565
1660,Sg_192,86.28,83.28600252,4730,171,4729
1661,Sg_192,92.032,86.89409101,4911,179,4914
1662,Sg_192,97.784,90.85270825,5057,185,5066
1663,Sg_193,1.085,0.309296902,NA,NA,0
1664,Sg_193,2.7125,1.329743357,NA,NA,17
1665,Sg_193,4.34,2.316385123,NA,NA,35
1666,Sg_193,4.8825,2.526867213,NA,NA,50
1667,Sg_193,5.425,2.706431478,NA,NA,52
1668,Sg_193,5.9675,2.836113784,NA,NA,54
1669,Sg_193,7.0525,3.142247001,NA,NA,66
1670,Sg_193,8.1375,3.740711862,NA,NA,67
1671,Sg_193,9.2225,4.070058615,NA,NA,69
1672,Sg_193,10.3075,4.464242926,NA,NA,71
1673,Sg_193,11.3925,5.151438353,NA,NA,87
1674,Sg_193,13.5625,7.069012276,NA,NA,120
1675,Sg_193,15.7325,9.339484427,NA,NA,153
1676,Sg_193,17.9025,11.5688862,NA,NA,204
1677,Sg_193,20.0725,13.91107692,NA,NA,238
1678,Sg_193,23.87,17.17094733,NA,NA,288
1679,Sg_193,28.21,19.64355056,NA,NA,339
1680,Sg_193,32.55,20.64812974,NA,NA,368
1681,Sg_193,36.89,22.71450307,NA,NA,427
1682,Sg_193,41.23,26.3038297,NA,NA,522
1683,Sg_193,49.91,38.16709535,NA,NA,945
1684,Sg_193,54.25,45.32838287,NA,NA,1190
1685,Sg_193,59.675,53.70883086,NA,NA,1511
1686,Sg_193,65.1,63.29934676,NA,NA,1830
1687,Sg_193,75.95,82.15477074,NA,NA,2503
1688,Sg_193,81.375,90.39325948,NA,NA,2782
1689,Sg_193,86.8,98.91279161,NA,NA,3236
1690,Sg_193,92.225,107.6343012,NA,NA,3694
1691,Sg_193,97.65,116.9261636,NA,NA,4102
1692,Sg_194,1.2833,0.603665511,NA,NA,60
1693,Sg_194,1.92495,0.925570558,NA,NA,115
1694,Sg_194,2.5666,1.340699823,NA,NA,180
1695,Sg_194,3.20825,1.878333639,NA,NA,230
1696,Sg_194,3.8499,2.398895056,NA,NA,287.5
1697,Sg_194,4.49155,3.073665082,NA,NA,345
1698,Sg_194,5.1332,3.767276401,NA,NA,460
1699,Sg_194,5.77485,4.413042485,NA,NA,517.5
1700,Sg_194,6.4165,5.114911487,NA,NA,575
1701,Sg_194,7.05815,6.054050667,NA,NA,691
1702,Sg_194,7.6998,6.778001103,NA,NA,806
1703,Sg_194,9.62475,9.355992623,NA,NA,1037
1704,Sg_194,10.90805,11.43096711,NA,NA,1264
1705,Sg_194,12.19135,13.31396111,NA,NA,1489
1706,Sg_194,13.47465,15.25353001,NA,NA,1713
1707,Sg_194,16.04125,18.92795213,NA,NA,2192
1708,Sg_194,18.60785,22.8425444,NA,NA,2615
1709,Sg_194,21.17445,26.09414511,NA,NA,2887
1710,Sg_194,23.74105,28.39698401,NA,NA,3024
1711,Sg_194,28.2326,32.2368477,NA,NA,3297
1712,Sg_194,33.3658,37.43123718,NA,NA,3581
1713,Sg_194,38.499,42.4909843,NA,NA,3759
1714,Sg_194,43.6322,45.92922088,NA,NA,3875
1715,Sg_194,51.332,51.47508323,NA,NA,4012
1716,Sg_194,57.7485,56.07715261,NA,NA,4151
1717,Sg_194,64.165,62.98865189,NA,NA,4348
1718,Sg_194,70.5815,70.98366615,NA,NA,4573
1719,Sg_194,76.998,80.47834335,NA,NA,4828
1720,Sg_195,1.2297,0.125985169,0.5,0.5,40
1721,Sg_195,1.84455,0.224683059,1,1,60
1722,Sg_195,2.4594,0.463415175,2,2,80
1723,Sg_195,3.07425,0.918110807,2.5,2.5,100
1724,Sg_195,3.6891,1.369045627,3,3,126
1725,Sg_195,4.30395,1.864405295,4,4,251
1726,Sg_195,4.9188,2.294156516,4.5,4.5,314
1727,Sg_195,5.53365,2.71121143,7,6,377
1728,Sg_195,6.1485,3.115688201,8,7,440
1729,Sg_195,6.76335,3.566957134,9,9,503
1730,Sg_195,7.99305,4.557843527,12,11,628
1731,Sg_195,9.22275,5.312854065,13,12.5,687
1732,Sg_195,10.45245,6.404756767,14,14,746
1733,Sg_195,11.68215,7.532906691,20,19,981
1734,Sg_195,12.91185,8.800736355,23,22,1099
1735,Sg_195,15.37125,11.513435,29,30,1465
1736,Sg_195,17.83065,14.26018468,33,36,1714
1737,Sg_195,20.29005,16.90666776,527,43,2080
1738,Sg_195,22.74945,20.44437368,1265,51,2442
1739,Sg_195,27.0534,23.42988162,2302,57,2830
1740,Sg_195,31.9722,26.70478575,3124,66,3201
1741,Sg_195,36.891,30.59733817,3366,74,3414
1742,Sg_195,41.8098,34.3629981,3499,80,3543
1743,Sg_195,46.7286,37.23064709,3636,86,3671
1744,Sg_195,55.3365,41.2865431,3811,95,3835
1745,Sg_195,61.485,44.06076503,3923,101,3947
1746,Sg_195,67.6335,46.48128224,3996,105,4017
1747,Sg_195,73.782,49.61674841,4138,113,4152
1748,Sg_195,79.9305,55.28675703,4318,123,4316
1749,Sg_195,86.079,60.37269277,4500,134,4477
1750,Sg_195,92.2275,66.53524532,4813,148,4725
1751,Sg_195,95.9166,70.89597577,5010,154,4852
1752,Sg_196,1.3552,0.178861254,0,0,40
1753,Sg_196,4.7432,0.679746407,3,3,80
1754,Sg_196,6.0984,1.008739393,4,4,130
1755,Sg_196,6.776,1.161619245,5,5,160
1756,Sg_196,8.8088,1.649100581,7,7,200
1757,Sg_196,10.164,2.001281946,8,8,242
1758,Sg_196,11.5192,2.391856154,9,9,280
1759,Sg_196,12.8744,2.770714932,13,13,363
1760,Sg_196,14.2296,3.294016117,14,14,423.5
1761,Sg_196,15.5848,3.768749233,17,17,484
1762,Sg_196,16.94,4.98909381,21,21,605
1763,Sg_196,19.6504,6.926948983,30,30,855
1764,Sg_196,22.3608,9.436143544,39,39,1106
1765,Sg_196,25.0712,11.94210951,49,51,1464
1766,Sg_196,29.8144,15.0249547,58,63,1814
1767,Sg_196,35.2352,18.15576746,254,78,2162
1768,Sg_196,40.656,20.9198323,684,93,2509
1769,Sg_196,46.0768,23.71107745,1585,108,2854
1770,Sg_196,51.4976,26.66842102,2492,123,3223
1771,Sg_196,60.984,32.60607787,3679,154,3822
1772,Sg_196,67.76,37.61105726,4005,179,4110
1773,Sg_196,74.536,45.08934623,4350,215,4444
1774,Sg_196,81.312,53.93008478,4784,260,4855
1775,Sg_196,88.088,65.41832032,5309,315,5363
1776,Sg_196,94.864,76.02558609,5872,371,5909
1777,Sg_197,1.3256,0.630839559,NA,NA,57
1778,Sg_197,2.6512,1.513330923,NA,NA,113
1779,Sg_197,3.314,2.121103544,NA,NA,141.5
1780,Sg_197,3.9768,2.894669782,NA,NA,170
1781,Sg_197,4.6396,3.697662591,NA,NA,226
1782,Sg_197,5.3024,4.585608637,NA,NA,283
1783,Sg_197,5.9652,5.316192731,NA,NA,308.5
1784,Sg_197,6.628,6.197442124,NA,NA,334
1785,Sg_197,7.2908,7.027209058,NA,NA,386
1786,Sg_197,8.6164,8.518128354,NA,NA,490
1787,Sg_197,9.942,10.66335357,NA,NA,594
1788,Sg_197,12.5932,14.63707049,NA,NA,802
1789,Sg_197,13.9188,16.52009029,NA,NA,909
1790,Sg_197,16.57,19.44082895,NA,NA,1016
1791,Sg_197,19.2212,22.4186171,NA,NA,1179
1792,Sg_197,21.8724,25.03998486,NA,NA,1343
1793,Sg_197,24.5236,26.29144113,NA,NA,1453
1794,Sg_197,29.1632,28.75946618,NA,NA,1780
1795,Sg_197,34.4656,30.39037857,NA,NA,1890
1796,Sg_197,39.768,32.08931846,NA,NA,2346
1797,Sg_197,45.0704,35.04895137,NA,NA,3030
1798,Sg_197,50.3728,41.79752855,NA,NA,4643
1799,Sg_197,59.652,57.18179058,NA,NA,6279
1800,Sg_197,66.28,70.41563484,NA,NA,7560
1801,Sg_197,72.908,83.57645876,NA,NA,8980
1802,Sg_197,79.536,94.86683861,NA,NA,10084
1803,Sg_197,86.164,107.5564629,NA,NA,11398
1804,Sg_197,92.792,118.5129463,NA,NA,12514
1805,Sg_197,99.42,129.896942,NA,NA,13544
1806,Sg_241,1.93,13.7473,4,4,5
1807,Sg_241,3.71,31.9844,9,9,12
1808,Sg_241,5.46,48.2473,13,13,18
1809,Sg_241,7.19,67.4533,18,18,25
1810,Sg_241,8.89,84.8557,23,23,32
1811,Sg_241,10.56,112.3323,31,31,43
1812,Sg_241,12.22,131.9639,36,36,50
1813,Sg_241,13.84,145.7928,40,40,56
1814,Sg_241,15.45,159.5918,44,44,61
1815,Sg_241,17.04,172.2642,47,47,66
1816,Sg_241,18.6,187.4409,51,51,71
1817,Sg_241,20.14,202.5268,55,55,78
1818,Sg_241,21.67,218.0179,59,59,83
1819,Sg_241,23.18,242.2713,66,66,92
1820,Sg_241,24.67,273.204,75,75,104
1821,Sg_241,26.14,302.0505,83,83,115
1822,Sg_241,27.59,327.73,91,90,125
1823,Sg_241,29.03,350.4145,98,95,133
1824,Sg_241,30.45,367.8787,103,99,140
1825,Sg_241,31.86,395.0643,113,105,150
1826,Sg_241,33.26,423.9415,124,111,161
1827,Sg_241,34.64,452.6138,135,116,172
1828,Sg_241,36,476.3841,144,121,181
1829,Sg_241,37.36,498.6271,153,126,190
1830,Sg_241,38.7,521.1371,161,130,198
1831,Sg_241,40.03,550.1051,173,136,209
1832,Sg_241,41.34,581.18705,184,142,221
1833,Sg_241,42.65,614.38295,197,149,233
1834,Sg_241,43.94,639.10945,206,154,243
1835,Sg_241,45.23,673.12315,219,161,256
1836,Sg_241,47.77,739.28775,244,175,281
1837,Sg_241,50.27,793.04605,265,186,301
1838,Sg_241,52.74,841.67725,283,196,320
1839,Sg_241,55.17,880.22075,298,203,334
1840,Sg_241,57.58,927.08785,316,213,352
1841,Sg_241,59.96,967.57435,332,221,368
1842,Sg_241,62.31,1012.31525,350,230,386
1843,Sg_241,64.63,1058.15575,370,239,406
1844,Sg_241,66.94,1092.85035,385,246,420
1845,Sg_241,69.22,1132.52745,402,254,437
1846,Sg_241,71.48,1182.97585,424,265,458
1847,Sg_241,73.72,1232.95405,445,275,479
1848,Sg_241,75.95,1284.30035,468,285,501
1849,Sg_241,78.16,1326.23025,486,294,519
1850,Sg_241,80.36,1361.59375,502,301,535
1851,Sg_241,82.54,1404.18945,521,310,553
1852,Sg_241,84.72,1441.93205,538,317,571
1853,Sg_241,86.87,1486.89675,559,326,591
1854,Sg_241,89.02,1544.95935,585,338,617
1855,Sg_241,91.16,1597.24435,612,349,643
1856,Sg_241,93.29,1643.51445,636,358,667
1857,Sg_241,95.41,1699.36575,664,370,694
1858,Sg_241,97.52,1758.34675,695,381,724
1859,Sg_241,99.62,1814.86925,724,393,753
1860,Sg_241,101.72,1869.19265,752,404,780
1861,Sg_241,103.8,1927.68305,782,416,810
1862,Sg_241,105.89,1976.94305,807,426,835
1863,Sg_241,107.97,2042.73765,841,439,868
1864,Sg_241,110.04,2099.00595,869,450,896
1865,Sg_241,112.1,2152.22015,897,461,923
1866,Sg_241,114.17,2208.07235,925,473,951
1867,Sg_241,116.22,2270.06545,958,485,982
1868,Sg_241,118.28,2326.73505,990,497,1014
1869,Sg_241,120.33,2387.36845,1024,509,1046
1870,Sg_241,122.37,2448.62495,1059,522,1081
1871,Sg_241,124.42,2502.69685,1089,533,1111
1872,Sg_241,126.46,2561.15105,1121,545,1143
1873,Sg_241,128.5,2620.84875,1155,557,1176
1874,Sg_241,130.53,2679.85675,1188,569,1209
1875,Sg_241,132.56,2745.32945,1224,582,1245
1876,Sg_241,134.59,2813.64405,1263,596,1283
1877,Sg_241,136.62,2880.80205,1300,610,1321
1878,Sg_241,138.65,2944.70525,1337,623,1356
1879,Sg_241,140.67,3003.13995,1370,635,1388
1880,Sg_241,142.7,3049.86635,1396,645,1413
1881,Sg_241,144.72,3094.07455,1420,654,1438
1882,Sg_241,146.74,3131.49965,1441,661,1458
1883,Sg_241,148.75,3176.68105,1467,671,1483
1884,Sg_241,150.77,3227.58765,1494,681,1511
1885,Sg_241,152.79,3283.83285,1526,693,1541
1886,Sg_241,154.8,3342.66345,1558,705,1573
1887,Sg_241,156.82,3400.01025,1589,717,1605
1888,Sg_241,158.83,3456.14005,1620,728,1635
1889,Sg_241,160.84,3502.11915,1645,737,1661
1890,Sg_241,162.85,3549.11305,1671,747,1686
1891,Sg_241,164.86,3598.94385,1696,757,1712
1892,Sg_241,166.87,3628.09255,1711,763,1726
1893,Sg_241,168.88,3657.80785,1726,769,1742
1894,Sg_241,170.89,3691.22965,1743,776,1758
1895,Sg_241,172.9,3733.21415,1765,785,1780
1896,Sg_244,2.9,20.1872,5,5,8
1897,Sg_244,10.1,57.4214,14,14,23
1898,Sg_244,16.9,106.5717,25,25,43
1899,Sg_244,23.1,168.5064,39,39,68
1900,Sg_244,28.9,227.8506,52,52,92
1901,Sg_244,34.3,292.8524,66,66,119
1902,Sg_244,39.4,346.9453,79,78,141
1903,Sg_244,44.2,406.2583,93,90,165
1904,Sg_244,48.7,479.5865,112,106,195
1905,Sg_244,52.9,540.321,136,118,219
1906,Sg_244,56.9,608.5971,162,132,247
1907,Sg_244,60.8,669.4349,186,145,272
1908,Sg_244,64.4,738.2566,212,159,300
1909,Sg_244,71.2,880.2573,268,187,358
1910,Sg_244,75.9,970.1051,303,206,395
1911,Sg_244,78.9,1023.7634,324,217,417
1912,Sg_244,81.8,1085.1094,347,229,441
1913,Sg_244,84.7,1132.4338,366,238,460
1914,Sg_244,87.4,1177.3785,383,247,478
1915,Sg_244,90.1,1220.1857,402,256,497
1916,Sg_244,92.7,1272.8382,424,267,520
1917,Sg_244,95.2,1326.641,447,278,544
1918,Sg_244,97.7,1379.2852,468,289,566
1919,Sg_244,100.1,1440.4984,494,301,593
1920,Sg_244,102.5,1488.2286,514,311,614
1921,Sg_244,104.9,1541.0302,537,322,637
1922,Sg_244,107.2,1593.4802,559,332,660
1923,Sg_244,109.5,1639.0508,578,341,680
1924,Sg_244,111.7,1687.8105,598,351,701
1925,Sg_244,113.9,1741.4147,621,362,724
1926,Sg_244,116.2,1783.6026,639,371,743
1927,Sg_244,118.3,1833.801,660,381,765
1928,Sg_244,120.5,1873.5299,679,389,784
1929,Sg_244,122.7,1909.1217,695,396,801
1930,Sg_244,124.8,1945.9897,712,404,818
1931,Sg_244,126.9,1989.6136,733,413,839
1932,Sg_244,129,2024.1786,749,420,855
1933,Sg_244,131.1,2064.2476,767,428,873
1934,Sg_244,133.2,2105.9241,787,437,893
1935,Sg_244,135.3,2144.5847,804,445,911
1936,Sg_244,137.4,2189.1183,825,454,932
1937,Sg_244,139.4,2230.3215,844,462,952
1938,Sg_244,141.5,2272.6878,864,471,972
1939,Sg_244,143.5,2305.0119,879,477,987
1940,Sg_244,145.6,2340.9452,896,485,1004
1941,Sg_244,147.6,2373.7627,911,491,1019
1942,Sg_244,149.7,2406.846,926,498,1035
1943,Sg_244,152.7,2453.4757,948,508,1057
1944,Sg_244,154.7,2487.6888,965,515,1074
1945,Sg_244,156.8,2518.476,978,521,1088
1946,Sg_244,158.8,2554.8738,995,528,1106
1947,Sg_244,160.8,2590.5888,1014,536,1124
