"","ID","Ecosystem","Av_C","SE_C","M_C","Av_Mud","SE_Mud","M_Mud","Av_13C","SE_13C","M_13C","Av_C_25","SE_C_25","M_C_25","Av_Mud_25","SE_Mud_25","M_Mud_25","Av_13C_25","SE_13C_25","M_13C_25"
"138","Mg_143","Mangrove",0.0185160466666667,0.00392463515155459,0.013040923,NA,NA,NA,NA,NA,NA,0.04257493,NA,0.04257493,NA,NA,NA,NA,NA,NA
"139","Mg_144","Mangrove",0.0188321968888889,0.00393267592388545,0.013277323,NA,NA,NA,NA,NA,NA,0.042811331,NA,0.042811331,NA,NA,NA,NA,NA,NA
"140","Mg_145","Mangrove",0.0211767099090909,0.0021548531551143,0.020658243,87.5028303272727,2.24699721153948,92.67897635,NA,NA,NA,0.019337871,NA,0.019337871,77.89276139,NA,92.67897635,NA,NA,NA
"141","Mg_146","Mangrove",0.0213400932727273,0.00208959472784785,0.021099714,NA,NA,NA,NA,NA,NA,0.019716682,NA,0.019716682,NA,NA,NA,NA,NA,NA
"142","Mg_147","Mangrove",0.021236781,0.00210893940304211,0.021099714,NA,NA,NA,NA,NA,NA,0.019748012,NA,0.019748012,NA,NA,NA,NA,NA,NA
"143","Mg_148","Mangrove",0.0144074224285714,0.0012356154278068,0.014778021,91.8994796385714,1.40748742754406,90.5,NA,NA,NA,0.017311906,NA,0.017311906,97.10335747,NA,90.5,NA,NA,NA
"144","Mg_149","Mangrove",0.0146442297142857,0.00120497929812663,0.015458741,NA,NA,NA,NA,NA,NA,0.017787555,NA,0.017787555,NA,NA,NA,NA,NA,NA
"145","Mg_150","Mangrove",0.0144249185714286,0.00119487480620073,0.01569799,NA,NA,NA,NA,NA,NA,0.017821734,NA,0.017821734,NA,NA,NA,NA,NA,NA
"146","Mg_151","Mangrove",0.0338688624666667,0.00211717538267388,0.033000144,98.1578698613333,0.190178089983273,98.4,NA,NA,NA,0.029337781,NA,0.029337781,98.6,NA,98.4,NA,NA,NA
"147","Mg_152","Mangrove",0.0338362982666667,0.00210337229380555,0.032922329,NA,NA,NA,NA,NA,NA,0.028508955,NA,0.028508955,NA,NA,NA,NA,NA,NA
"148","Mg_153","Mangrove",0.0334599559333333,0.00213636418006044,0.03251595,NA,NA,NA,NA,NA,NA,0.029725136,NA,0.029725136,NA,NA,NA,NA,NA,NA
"149","Mg_154","Mangrove",0.0289075285,0.00410020015521274,0.0240206935,93.560432285,0.996343489824318,94.25,NA,NA,NA,0.036682708,NA,0.036682708,94.41130992,NA,94.25,NA,NA,NA
"150","Mg_155","Mangrove",0.0292522795,0.00410971885902228,0.0237038315,NA,NA,NA,NA,NA,NA,0.037451722,NA,0.037451722,NA,NA,NA,NA,NA,NA
"151","Mg_156","Mangrove",0.02915555925,0.00412824803313841,0.022945498,NA,NA,NA,NA,NA,NA,0.037779265,NA,0.037779265,NA,NA,NA,NA,NA,NA
